JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC
#NULL,PSI,PSI,B/M,B/M,B/M,PPAC,PPAC,BBL,LB,PSI,PPAC,G/MG,LKGA,LB,G/MG,G/MG,PSI,MIN,BBL,BBL,G/MG,G/MG
31:10:15:12:07:45,-39.2531,1.65933,0,0.065424,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:46,-39.8253,2.51763,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:47,-39.8253,1.94543,0,0.0640869,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:48,-41.2559,3.37594,0,0.065424,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:49,-40.9697,3.37594,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:50,-41.542,3.66204,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:51,-39.5392,2.51763,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:52,-40.3975,2.80373,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:53,-40.3975,2.23153,0,0.0720997,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:54,-40.6837,2.51763,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:55,-39.8253,2.80373,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:56,-41.2559,3.08984,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:57,-41.2559,3.37594,0,0.065424,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:58,-40.9697,2.51763,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:07:59,-40.6837,3.37594,0,0.065424,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:00,-40.9697,2.51763,0,0.0720997,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:01,-40.1115,2.80373,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:02,-40.3975,2.51763,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:03,-41.2559,2.80373,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:04,-41.2559,3.08984,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:05,-41.2559,2.80373,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:06,-41.8281,3.08984,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:07,-40.9697,3.66204,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:08,-41.2559,3.08984,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:09,-41.2559,2.80373,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:10,-41.2559,3.08984,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:11,-40.3975,2.51763,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:12,-40.1115,2.80373,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:13,-40.3975,3.08984,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:14,-40.6837,2.51763,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:15,-38.6809,1.94543,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:16,-38.3948,1.08713,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:17,-39.8253,1.94543,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:18,-38.3948,1.08713,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:19,-38.967,1.08713,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:20,-38.1087,1.08713,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:21,-39.2531,2.23153,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:22,-38.967,0.228823,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:23,-39.2531,1.94543,0,0.065424,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:24,-38.6809,1.37323,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:25,-38.967,1.94543,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:26,-38.6809,1.37323,0,0.065424,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:27,-39.5392,2.23153,0,0.0640869,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:28,-39.5392,1.37323,0,0.0627537,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:29,-39.5392,1.37323,0,0.0667572,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:30,-40.1115,1.65933,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:31,-38.3948,1.08713,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:32,-38.1087,0.801025,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:33,-38.6809,1.08713,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
31:10:15:12:08:34,-38.6809,1.37323,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7488.13,0,0,0,0,0
