JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC
#NULL,PSI,PSI,B/M,B/M,B/M,PPAC,PPAC,BBL,LB,PSI,PPAC,G/MG,LKGA,LB,G/MG,G/MG,PSI,MIN,BBL,BBL,G/MG
28:10:15:11:28:28,8017.93,8018.5,26.2239,19.8472,26.0274,0,0,146.473,0,-368866,0,0,0,0,0,0.302475,-376354,0,146.845,146.473,0
28:10:15:11:28:29,8023.65,8021.36,26.5117,20.1343,26.2239,0,0,146.908,0,-374507,0,0,0,0,0,0.303166,-381995,0,147.285,146.908,0
28:10:15:11:28:30,8054.55,8052.26,26.6966,20.1717,26.5117,0,0,147.348,0,-382819,0,0,0,0,0,0.308808,-390307,0,147.728,147.348,0
28:10:15:11:28:31,8074.86,8073.43,26.9474,20.3346,26.6966,0,0,147.791,0,-388202,0,0,0,0,0,0.295394,-395690,0,148.175,147.791,0
28:10:15:11:28:32,8085.16,8086.31,27.0639,20.627,26.9474,0,0,148.238,0,-395586,0,0,0,0,0,0.28798,-403074,0,148.625,148.238,0
28:10:15:11:28:33,8084.02,8088.88,27.6879,20.87,27.0639,0,0,148.688,0,-399040,0,0,0,0,0,0.311996,-406528,0,149.082,148.688,0
28:10:15:11:28:34,8103.19,8098.32,27.9627,21.2318,27.6879,0,0,149.145,0,-417781,0,0,0,0,0,0.296101,-425269,0,149.545,149.145,0
28:10:15:11:28:35,8112.92,8105.19,28.0226,21.3066,27.9627,0,0,149.608,0,-426160,0,0,0,0,0,0.269964,-433648,0,150.012,149.608,0
28:10:15:11:28:36,8079.73,8075.44,27.9584,21.4935,28.0226,0,0,150.075,0,-428031,0,0,0,0,0,0.277955,-435519,0,150.478,150.075,0
28:10:15:11:28:37,8085.45,8096.32,28.0346,21.5749,27.9584,0,0,150.541,0,-426051,0,0,0,0,0,0.300903,-433539,0,150.945,150.541,0
28:10:15:11:28:38,8084.59,8094.6,27.9331,21.4481,28.0346,0,0,151.008,0,-428388,0,0,0,0,0,0.302727,-435876,0,151.411,151.008,0
28:10:15:11:28:39,8072,8083.45,27.8639,21.6817,27.9331,0,0,151.474,0,-425282,0,0,0,0,0,0.314444,-432770,0,151.876,151.474,0
28:10:15:11:28:40,8068.57,8076.01,27.8828,21.842,27.8639,0,0,151.939,0,-423167,0,0,0,0,0,0.302953,-430656,0,152.341,151.939,0
28:10:15:11:28:41,8056.55,8065.14,27.8679,21.9074,27.8828,0,0,152.404,0,-423756,0,0,0,0,0,0.283738,-431244,0,152.806,152.404,0
28:10:15:11:28:42,8064.56,8071.43,27.8737,21.8353,27.8679,0,0,152.869,0,-423289,0,0,0,0,0,0.30679,-430777,0,153.27,152.869,0
28:10:15:11:28:43,8061.7,8074,27.9412,21.9087,27.8737,0,0,153.333,0,-423466,0,0,0,0,0,0.306955,-430954,0,153.735,153.333,0
28:10:15:11:28:44,8064.85,8077.44,27.9337,21.9661,27.9412,0,0,153.798,0,-425533,0,0,0,0,0,0.282448,-433021,0,154.201,153.798,0
28:10:15:11:28:45,8065.42,8079.44,27.921,21.8887,27.9337,0,0,154.264,0,-425298,0,0,0,0,0,0.304397,-432786,0,154.666,154.264,0
28:10:15:11:28:46,8082.02,8089.17,27.9518,22.1944,27.921,0,0,154.729,0,-424889,0,0,0,0,0,0.309783,-432377,0,155.132,154.729,0
28:10:15:11:28:47,8085.45,8095.46,27.9251,22.2625,27.9518,0,0,155.195,0,-425826,0,0,0,0,0,0.299103,-433314,0,155.598,155.195,0
28:10:15:11:28:48,8090.03,8097.75,27.963,22.1878,27.9251,0,0,155.661,0,-425003,0,0,0,0,0,0.306803,-432491,0,156.063,155.661,0
28:10:15:11:28:49,8088.31,8101.19,27.9125,22.137,27.963,0,0,156.126,0,-426167,0,0,0,0,0,0.296034,-433655,0,156.529,156.126,0
28:10:15:11:28:50,8080.01,8094.6,27.96,22.2145,27.9125,0,0,156.592,0,-424623,0,0,0,0,0,0.305666,-432111,0,156.995,156.592,0
28:10:15:11:28:51,8073.43,8084.88,27.9299,22.0943,27.96,0,0,157.057,0,-426084,0,0,0,0,0,0.271506,-433572,0,157.46,157.057,0
28:10:15:11:28:52,8080.59,8081.73,28.0097,22.1557,27.9299,0,0,157.523,0,-425153,0,0,0,0,0,0.202669,-432641,0,157.926,157.523,0
28:10:15:11:28:53,8076.58,8080.3,28.0047,22.2599,28.0097,0,0,157.989,0,-427602,0,0,0,0,0,0.265549,-435090,0,158.393,157.989,0
28:10:15:11:28:54,8070.86,8076.01,27.9176,22.3199,28.0047,0,0,158.456,0,-427455,0,0,0,0,0,0.265846,-434943,0,158.859,158.456,0
28:10:15:11:28:55,8073.15,8078.87,27.9618,22.3159,27.9176,0,0,158.922,0,-424773,0,0,0,0,0,0.264151,-432261,0,159.325,158.922,0
28:10:15:11:28:56,8075.15,8083.45,27.9366,22.1063,27.9618,0,0,159.388,0,-426127,0,0,0,0,0,0.29266,-433615,0,159.791,159.388,0
28:10:15:11:28:57,8080.87,8085.74,27.9502,22.0502,27.9366,0,0,159.854,0,-425347,0,0,0,0,0,0.293908,-432835,0,160.256,159.854,0
28:10:15:11:28:58,8080.87,8076.01,27.958,22.0542,27.9502,0,0,160.319,0,-425763,0,0,0,0,0,0.276787,-433252,0,160.722,160.319,0
28:10:15:11:28:59,8075.72,8082.87,27.8436,21.9915,27.958,0,0,160.785,0,-426005,0,0,0,0,0,0.292644,-433493,0,161.187,160.785,0
28:10:15:11:29:00,8069.14,8080.59,27.9112,22.0195,27.8436,0,0,161.25,0,-422505,0,0,0,0,0,0.294087,-429993,0,161.652,161.25,0
28:10:15:11:29:01,8065.42,8078.87,27.9002,22.1036,27.9112,0,0,161.715,0,-424576,0,0,0,0,0,0.293592,-432065,0,162.117,161.715,0
28:10:15:11:29:02,8057.7,8070,27.9088,22.0596,27.9002,0,0,162.18,0,-424240,0,0,0,0,0,0.284062,-431728,0,162.582,162.18,0
28:10:15:11:29:03,8047.4,8062.85,27.8909,22.2799,27.9088,0,0,162.645,0,-424513,0,0,0,0,0,0.292996,-432002,0,163.047,162.645,0
28:10:15:11:29:04,8036.53,8052.26,27.9082,22.0275,27.8909,0,0,163.11,0,-423977,0,0,0,0,0,0.308615,-431465,0,163.512,163.11,0
28:10:15:11:29:05,8039.39,8050.83,27.9657,22.4561,27.9082,0,0,163.575,0,-424501,0,0,0,0,0,0.311425,-431989,0,163.978,163.575,0
28:10:15:11:29:06,8033.67,8042.82,27.9604,22.2332,27.9657,0,0,164.041,0,-426269,0,0,0,0,0,0.302398,-433757,0,164.444,164.041,0
28:10:15:11:29:07,8028.52,8034.24,27.9108,22.101,27.9604,0,0,164.507,0,-426107,0,0,0,0,0,0.316231,-433595,0,164.909,164.507,0
28:10:15:11:29:08,8029.66,8034.52,27.9333,22.1624,27.9108,0,0,164.972,0,-424587,0,0,0,0,0,0.334913,-432075,0,165.375,164.972,0
28:10:15:11:29:09,8024.8,8031.66,27.8847,22.0396,27.9333,0,0,165.438,0,-425278,0,0,0,0,0,0.319528,-432766,0,165.84,165.438,0
28:10:15:11:29:10,8009.06,8015.07,27.8956,21.9501,27.8847,0,0,165.903,0,-423805,0,0,0,0,0,0.305696,-431293,0,166.305,165.903,0
28:10:15:11:29:11,8012.21,8008.49,27.9495,22.0476,27.8956,0,0,166.368,0,-424130,0,0,0,0,0,0.299317,-431618,0,166.77,166.368,0
28:10:15:11:29:12,8019.93,8014.78,27.9434,22.1811,27.9495,0,0,166.833,0,-425774,0,0,0,0,0,0.294144,-433262,0,167.236,166.833,0
28:10:15:11:29:13,8012.49,8014.78,27.9792,22.0089,27.9434,0,0,167.299,0,-425592,0,0,0,0,0,0.294574,-433080,0,167.702,167.299,0
28:10:15:11:29:14,8009.63,8015.64,27.9773,21.8513,27.9792,0,0,167.765,0,-426686,0,0,0,0,0,0.323838,-434174,0,168.168,167.765,0
28:10:15:11:29:15,8012.49,8027.94,27.8999,21.7899,27.9773,0,0,168.231,0,-426625,0,0,0,0,0,0.32543,-434114,0,168.634,168.231,0
28:10:15:11:29:16,8015.07,8030.8,27.9339,21.7672,27.8999,0,0,168.697,0,-424249,0,0,0,0,0,0.316205,-431737,0,169.099,168.697,0
28:10:15:11:29:17,8023.94,8020.5,27.9241,21.7098,27.9339,0,0,169.162,0,-425279,0,0,0,0,0,0.322463,-432768,0,169.565,169.162,0
28:10:15:11:29:18,8027.66,8013.92,27.9199,21.7592,27.9241,0,0,169.628,0,-424977,0,0,0,0,0,0.326183,-432465,0,170.03,169.628,0
28:10:15:11:29:19,8018.5,8024.51,27.9021,21.7351,27.9199,0,0,170.093,0,-424852,0,0,0,0,0,0.314717,-432340,0,170.495,170.093,0
28:10:15:11:29:20,8014.78,8028.52,27.911,21.6951,27.9021,0,0,170.558,0,-424308,0,0,0,0,0,0.303844,-431796,0,170.96,170.558,0
28:10:15:11:29:21,8005.63,8020.79,27.9093,21.6684,27.911,0,0,171.023,0,-424590,0,0,0,0,0,0.282107,-432078,0,171.425,171.023,0
28:10:15:11:29:22,8001.34,8005.91,27.8914,21.6484,27.9093,0,0,171.488,0,-424537,0,0,0,0,0,0.287905,-432025,0,171.89,171.488,0
28:10:15:11:29:23,7995.04,7995.04,27.9132,21.6363,27.8914,0,0,171.953,0,-423996,0,0,0,0,0,0.283442,-431484,0,172.355,171.953,0
28:10:15:11:29:24,8007.34,8011.64,27.9304,21.7004,27.9132,0,0,172.418,0,-424642,0,0,0,0,0,0.266412,-432131,0,172.821,172.418,0
28:10:15:11:29:25,7993.9,8003.34,27.9485,21.6537,27.9304,0,0,172.884,0,-425183,0,0,0,0,0,0.274725,-432671,0,173.286,172.884,0
28:10:15:11:29:26,7976.44,7987.6,27.9219,21.6524,27.9485,0,0,173.349,0,-425756,0,0,0,0,0,0.262318,-433244,0,173.752,173.349,0
28:10:15:11:29:27,7976.73,7980.74,27.9743,21.619,27.9219,0,0,173.815,0,-424937,0,0,0,0,0,0.301009,-432425,0,174.218,173.815,0
28:10:15:11:29:28,7986.46,7983.31,27.876,21.5229,27.9743,0,0,174.281,0,-426537,0,0,0,0,0,0.317182,-434025,0,174.683,174.281,0
28:10:15:11:29:29,7994.47,7991.61,27.9335,21.5723,27.876,0,0,174.746,0,-423511,0,0,0,0,0,0.280126,-430999,0,175.148,174.746,0
28:10:15:11:29:30,7995.04,7998.19,27.9609,21.5455,27.9335,0,0,175.211,0,-425271,0,0,0,0,0,0.306255,-432759,0,175.614,175.211,0
28:10:15:11:29:31,8004.77,7999.05,27.9244,21.5629,27.9609,0,0,175.677,0,-426098,0,0,0,0,0,0.281582,-433586,0,176.08,175.677,0
28:10:15:11:29:32,7983.88,7979.31,27.9073,21.5576,27.9244,0,0,176.143,0,-424997,0,0,0,0,0,0.3075,-432485,0,176.545,176.143,0
28:10:15:11:29:33,7967.58,7967.58,27.8985,21.6403,27.9073,0,0,176.608,0,-424487,0,0,0,0,0,0.302959,-431976,0,177.01,176.608,0
28:10:15:11:29:34,7969.29,7962.14,27.9307,21.5776,27.8985,0,0,177.073,0,-424214,0,0,0,0,0,0.307965,-431702,0,177.475,177.073,0
28:10:15:11:29:35,7965.29,7962.71,27.9323,21.6083,27.9307,0,0,177.538,0,-425202,0,0,0,0,0,0.301098,-432690,0,177.941,177.538,0
28:10:15:11:29:36,7947.83,7957.28,27.9096,21.595,27.9323,0,0,178.004,0,-425267,0,0,0,0,0,0.273556,-432755,0,178.406,178.004,0
28:10:15:11:29:37,7924.66,7929.24,27.9472,21.7979,27.9096,0,0,178.469,0,-424594,0,0,0,0,0,0.30053,-432082,0,178.872,178.469,0
28:10:15:11:29:38,7905.21,7908.92,27.9011,21.8406,27.9472,0,0,178.935,0,-425763,0,0,0,0,0,0.331996,-433252,0,179.337,178.935,0
28:10:15:11:29:39,7890.9,7900.34,27.9098,21.838,27.9011,0,0,179.4,0,-424365,0,0,0,0,0,0.317948,-431853,0,179.802,179.4,0
28:10:15:11:29:40,7876.88,7887.47,27.9972,21.6978,27.9098,0,0,179.865,0,-424641,0,0,0,0,0,0.2951,-432129,0,180.268,179.865,0
28:10:15:11:29:41,7874.02,7882.32,27.9409,21.5215,27.9972,0,0,180.331,0,-427324,0,0,0,0,0,0.307896,-434812,0,180.734,180.331,0
28:10:15:11:29:42,7891.47,7889.76,27.9382,21.5642,27.9409,0,0,180.797,0,-425576,0,0,0,0,0,0.300018,-433064,0,181.2,180.797,0
28:10:15:11:29:43,7910.64,7909.5,27.915,21.3653,27.9382,0,0,181.263,0,-425472,0,0,0,0,0,0.300592,-432960,0,181.665,181.263,0
28:10:15:11:29:44,7945.83,7945.83,27.9618,21.4107,27.915,0,0,181.728,0,-424724,0,0,0,0,0,0.293178,-432212,0,182.131,181.728,0
28:10:15:11:29:45,7956.99,7958.99,27.9227,21.3439,27.9618,0,0,182.194,0,-426145,0,0,0,0,0,0.295135,-433633,0,182.597,182.194,0
28:10:15:11:29:46,7955.56,7958.13,27.8556,21.4374,27.9227,0,0,182.66,0,-424947,0,0,0,0,0,0.281257,-432435,0,183.062,182.66,0
28:10:15:11:29:47,7965.57,7956.7,27.8852,21.3827,27.8556,0,0,183.125,0,-422881,0,0,0,0,0,0.27137,-430369,0,183.526,183.125,0
28:10:15:11:29:48,7973.01,7967.86,27.9101,21.2772,27.8852,0,0,183.589,0,-423774,0,0,0,0,0,0.272023,-431263,0,183.991,183.589,0
28:10:15:11:29:49,7969.86,7971.01,27.8977,21.356,27.9101,0,0,184.054,0,-424540,0,0,0,0,0,0.275136,-432028,0,184.456,184.054,0
28:10:15:11:29:50,7965,7971.01,27.8781,21.2892,27.8977,0,0,184.519,0,-424163,0,0,0,0,0,0.305067,-431651,0,184.921,184.519,0
28:10:15:11:29:51,7961.28,7963.28,27.8799,21.2705,27.8781,0,0,184.984,0,-423565,0,0,0,0,0,0.298149,-431053,0,185.386,184.984,0
28:10:15:11:29:52,7978.73,7971.58,27.878,21.2678,27.8799,0,0,185.449,0,-423600,0,0,0,0,0,0.296817,-431088,0,185.85,185.449,0
28:10:15:11:29:53,7957.56,7955.27,27.9132,21.3079,27.878,0,0,185.913,0,-423559,0,0,0,0,0,0.320494,-431047,0,186.315,185.913,0
28:10:15:11:29:54,7964.71,7952.41,27.8978,21.3399,27.9132,0,0,186.378,0,-424629,0,0,0,0,0,0.312525,-432117,0,186.78,186.378,0
28:10:15:11:29:55,7957.56,7956.7,27.9244,21.3333,27.8978,0,0,186.843,0,-424166,0,0,0,0,0,0.296329,-431654,0,187.245,186.843,0
28:10:15:11:29:56,7941.25,7956.13,27.9519,21.2945,27.9244,0,0,187.308,0,-424990,0,0,0,0,0,0.277856,-432478,0,187.711,187.308,0
28:10:15:11:29:57,7957.56,7975.01,27.9429,21.3493,27.9519,0,0,187.774,0,-425815,0,0,0,0,0,0.299032,-433303,0,188.177,187.774,0
28:10:15:11:29:58,7967.86,7969.58,27.9049,21.4,27.9429,0,0,188.24,0,-425528,0,0,0,0,0,0.320602,-433016,0,188.642,188.24,0
28:10:15:11:29:59,7979.02,7978.16,27.9215,21.3239,27.9049,0,0,188.705,0,-424351,0,0,0,0,0,0.292488,-431839,0,189.107,188.705,0
28:10:15:11:30:00,7983.88,7986.74,27.9215,21.3479,27.9215,0,0,189.17,0,-424851,0,0,0,0,0,0.310806,-432339,0,189.573,189.17,0
28:10:15:11:30:01,7992.47,7999.33,27.9164,21.3399,27.9215,0,0,189.636,0,-424841,0,0,0,0,0,0.28828,-432329,0,190.038,189.636,0
28:10:15:11:30:02,7994.18,8004.2,27.9047,21.3266,27.9164,0,0,190.101,0,-424682,0,0,0,0,0,0.287876,-432170,0,190.503,190.101,0
28:10:15:11:30:03,7995.33,8001.91,27.9047,21.368,27.9047,0,0,190.566,0,-424321,0,0,0,0,0,0.293167,-431809,0,190.968,190.566,0
28:10:15:11:30:04,8001.34,8002.19,27.9102,21.3373,27.9047,0,0,191.031,0,-424313,0,0,0,0,0,0.270953,-431801,0,191.434,191.031,0
28:10:15:11:30:05,8019.36,8020.22,27.8851,21.4027,27.9102,0,0,191.497,0,-424457,0,0,0,0,0,0.27469,-431946,0,191.898,191.497,0
28:10:15:11:30:06,8011.64,8018.22,27.8976,21.372,27.8851,0,0,191.961,0,-423698,0,0,0,0,0,0.266361,-431186,0,192.363,191.961,0
28:10:15:11:30:07,8021.36,8019.65,27.8878,21.372,27.8976,0,0,192.426,0,-424066,0,0,0,0,0,0.272934,-431554,0,192.828,192.426,0
28:10:15:11:30:08,8026.23,8021.08,27.9623,21.3787,27.8878,0,0,192.891,0,-423762,0,0,0,0,0,0.283917,-431250,0,193.294,192.891,0
28:10:15:11:30:09,8018.5,8018.22,27.9237,21.2852,27.9623,0,0,193.357,0,-426049,0,0,0,0,0,0.293057,-433537,0,193.759,193.357,0
28:10:15:11:30:10,8018.22,8014.21,27.8856,21.2919,27.9237,0,0,193.822,0,-424862,0,0,0,0,0,0.269757,-432350,0,194.224,193.822,0
28:10:15:11:30:11,7997.33,7995.61,27.9063,21.3346,27.8856,0,0,194.287,0,-423713,0,0,0,0,0,0.297216,-431201,0,194.689,194.287,0
28:10:15:11:30:12,7992.47,7996.47,27.9389,21.3239,27.9063,0,0,194.752,0,-424354,0,0,0,0,0,0.296696,-431842,0,195.155,194.752,0
28:10:15:11:30:13,7989.89,7990.75,27.9688,21.2932,27.9389,0,0,195.218,0,-425353,0,0,0,0,0,0.300441,-432841,0,195.621,195.218,0
28:10:15:11:30:14,8004.2,7999.05,27.8683,21.2531,27.9688,0,0,195.684,0,-426246,0,0,0,0,0,0.290994,-433734,0,196.086,195.684,0
28:10:15:11:30:15,8004.2,8012.78,27.9771,21.3746,27.8683,0,0,196.149,0,-423169,0,0,0,0,0,0.288107,-430658,0,196.551,196.149,0
28:10:15:11:30:16,8007.63,8017.93,27.9046,21.4534,27.9771,0,0,196.614,0,-426498,0,0,0,0,0,0.273398,-433986,0,197.017,196.614,0
28:10:15:11:30:17,8014.21,8022.22,27.9587,21.2799,27.9046,0,0,197.08,0,-424267,0,0,0,0,0,0.279353,-431755,0,197.483,197.08,0
28:10:15:11:30:18,8007.06,8013.35,27.8772,21.3252,27.9587,0,0,197.546,0,-425931,0,0,0,0,0,0.281515,-433419,0,197.948,197.546,0
28:10:15:11:30:19,8016.5,8018.22,27.8766,21.2198,27.8772,0,0,198.011,0,-423424,0,0,0,0,0,0.311416,-430912,0,198.412,198.011,0
28:10:15:11:30:20,8016.5,8022.22,27.9284,21.3079,27.8766,0,0,198.475,0,-423400,0,0,0,0,0,0.285271,-430888,0,198.878,198.475,0
28:10:15:11:30:21,8024.51,8033.95,27.9475,21.3479,27.9284,0,0,198.941,0,-424975,0,0,0,0,0,0.292595,-432463,0,199.343,198.941,0
28:10:15:11:30:22,8032.52,8041.39,27.9461,21.3466,27.9475,0,0,199.406,0,-425555,0,0,0,0,0,0.312954,-433043,0,199.809,199.406,0
28:10:15:11:30:23,8043.11,8040.82,27.956,21.3973,27.9461,0,0,199.872,0,-425493,0,0,0,0,0,0.283098,-432981,0,200.275,199.872,0
28:10:15:11:30:24,8062.85,8061.13,27.9471,21.3012,27.956,0,0,200.338,0,-425780,0,0,0,0,0,0.286436,-433269,0,200.741,200.338,0
28:10:15:11:30:25,8075.72,8078.3,27.9418,21.4321,27.9471,0,0,200.804,0,-425489,0,0,0,0,0,0.273183,-432977,0,201.206,200.804,0
28:10:15:11:30:26,8068,8081.44,27.9489,21.3506,27.9418,0,0,201.269,0,-425335,0,0,0,0,0,0.295226,-432823,0,201.672,201.269,0
28:10:15:11:30:27,8066.85,8078.3,27.8859,21.3853,27.9489,0,0,201.735,0,-425549,0,0,0,0,0,0.305748,-433037,0,202.137,201.735,0
28:10:15:11:30:28,8073.43,8073.43,27.8619,21.3399,27.8859,0,0,202.2,0,-423612,0,0,0,0,0,0.291908,-431100,0,202.602,202.2,0
28:10:15:11:30:29,8079.73,8079.16,27.9404,21.3613,27.8619,0,0,202.665,0,-422871,0,0,0,0,0,0.288566,-430360,0,203.067,202.665,0
28:10:15:11:30:30,8081.73,8077.72,27.8837,21.396,27.9404,0,0,203.13,0,-425269,0,0,0,0,0,0.287096,-432757,0,203.532,203.13,0
28:10:15:11:30:31,8098.04,8092.32,27.8815,21.356,27.8837,0,0,203.595,0,-423515,0,0,0,0,0,0.287244,-431003,0,203.997,203.595,0
28:10:15:11:30:32,8106.91,8116.06,27.8796,21.3613,27.8815,0,0,204.06,0,-423437,0,0,0,0,0,0.293369,-430926,0,204.462,204.06,0
28:10:15:11:30:33,8110.63,8116.92,27.9413,21.3199,27.8796,0,0,204.525,0,-423371,0,0,0,0,0,0.299891,-430859,0,204.927,204.525,0
28:10:15:11:30:34,8118.06,8107.19,27.9289,21.3172,27.9413,0,0,204.99,0,-425252,0,0,0,0,0,0.297715,-432740,0,205.392,204.99,0
28:10:15:11:30:35,8107.48,8099.47,27.9239,21.3132,27.9289,0,0,205.455,0,-424879,0,0,0,0,0,0.295812,-432367,0,205.858,205.455,0
28:10:15:11:30:36,8108.05,8102.62,27.9203,21.3613,27.9239,0,0,205.921,0,-424723,0,0,0,0,0,0.319924,-432211,0,206.323,205.921,0
28:10:15:11:30:37,8109.77,8110.63,27.9369,21.2184,27.9203,0,0,206.386,0,-424614,0,0,0,0,0,0.280717,-432102,0,206.789,206.386,0
28:10:15:11:30:38,8108.34,8111.77,27.966,21.2839,27.9369,0,0,206.852,0,-425115,0,0,0,0,0,0.310545,-432603,0,207.254,206.852,0
28:10:15:11:30:39,8102.62,8110.34,27.9159,21.2732,27.966,0,0,207.317,0,-426012,0,0,0,0,0,0.3078,-433500,0,207.72,207.317,0
28:10:15:11:30:40,8105.19,8110.34,27.8901,21.396,27.9159,0,0,207.783,0,-424474,0,0,0,0,0,0.311913,-431962,0,208.185,207.783,0
28:10:15:11:30:41,8117.78,8119.21,27.9093,21.3586,27.8901,0,0,208.248,0,-423672,0,0,0,0,0,0.321153,-431160,0,208.65,208.248,0
28:10:15:11:30:42,8123.21,8132.66,27.9268,21.3119,27.9093,0,0,208.713,0,-424249,0,0,0,0,0,0.302176,-431737,0,209.116,208.713,0
28:10:15:11:30:43,8134.09,8138.09,27.9057,21.2692,27.9268,0,0,209.179,0,-424770,0,0,0,0,0,0.302252,-432258,0,209.581,209.179,0
28:10:15:11:30:44,8172.71,8173,27.9254,21.2852,27.9057,0,0,209.644,0,-424085,0,0,0,0,0,0.282273,-431573,0,210.046,209.644,0
28:10:15:11:30:45,8181.58,8188.16,27.9295,21.404,27.9254,0,0,210.109,0,-424679,0,0,0,0,0,0.29008,-432168,0,210.512,210.109,0
28:10:15:11:30:46,8182.44,8189.59,27.8682,21.4307,27.9295,0,0,210.574,0,-424803,0,0,0,0,0,0.277845,-432291,0,210.976,210.574,0
28:10:15:11:30:47,8191.88,8196.17,27.9724,21.3333,27.8682,0,0,211.039,0,-422914,0,0,0,0,0,0.306187,-430403,0,211.442,211.039,0
28:10:15:11:30:48,8199.03,8202.18,27.9209,21.3012,27.9724,0,0,211.505,0,-426096,0,0,0,0,0,0.303031,-433584,0,211.908,211.505,0
28:10:15:11:30:49,8201.03,8204.47,27.8859,21.2758,27.9209,0,0,211.971,0,-424509,0,0,0,0,0,0.31837,-431997,0,212.373,211.971,0
28:10:15:11:30:50,8197.6,8192.45,27.9263,21.5135,27.8859,0,0,212.436,0,-423442,0,0,0,0,0,0.316078,-430930,0,212.838,212.436,0
28:10:15:11:30:51,8205.61,8211.05,27.9306,21.2451,27.9263,0,0,212.901,0,-424671,0,0,0,0,0,0.29884,-432159,0,213.303,212.901,0
28:10:15:11:30:52,8225.35,8242.52,27.9161,21.1784,27.9306,0,0,213.366,0,-424781,0,0,0,0,0,0.296787,-432269,0,213.769,213.366,0
28:10:15:11:30:53,8243.95,8249.39,27.9195,21.2785,27.9161,0,0,213.832,0,-424314,0,0,0,0,0,0.308142,-431802,0,214.234,213.832,0
28:10:15:11:30:54,8257.4,8249.96,27.9155,21.2905,27.9195,0,0,214.297,0,-424403,0,0,0,0,0,0.305583,-431891,0,214.699,214.297,0
28:10:15:11:30:55,8260.54,8252.82,27.9111,21.2438,27.9155,0,0,214.762,0,-424276,0,0,0,0,0,0.300612,-431764,0,215.164,214.762,0
28:10:15:11:30:56,8269.98,8262.26,27.9552,21.2465,27.9111,0,0,215.227,0,-424127,0,0,0,0,0,0.301781,-431615,0,215.63,215.227,0
28:10:15:11:30:57,8308.04,8301.74,27.914,21.2638,27.9552,0,0,215.693,0,-425443,0,0,0,0,0,0.30183,-432931,0,216.096,215.693,0
28:10:15:11:30:58,8317.48,8316.62,27.8966,21.4107,27.914,0,0,216.158,0,-424163,0,0,0,0,0,0.320937,-431651,0,216.561,216.158,0
28:10:15:11:30:59,8320.34,8320.91,27.9676,21.3399,27.8966,0,0,216.624,0,-423630,0,0,0,0,0,0.317175,-431118,0,217.026,216.624,0
28:10:15:11:31:00,8326.35,8314.33,27.8835,21.2919,27.9676,0,0,217.089,0,-425793,0,0,0,0,0,0.282834,-433281,0,217.492,217.089,0
28:10:15:11:31:01,8369.26,8358.39,27.8974,21.2919,27.8835,0,0,217.555,0,-423175,0,0,0,0,0,0.303301,-430663,0,217.956,217.555,0
28:10:15:11:31:02,8396.16,8396.73,27.9115,21.3092,27.8974,0,0,218.019,0,-423570,0,0,0,0,0,0.303169,-431058,0,218.421,218.019,0
28:10:15:11:31:03,8410.75,8413.61,27.8967,21.2825,27.9115,0,0,218.484,0,-423988,0,0,0,0,0,0.300174,-431476,0,218.887,218.484,0
28:10:15:11:31:04,8413.32,8415.32,27.8792,21.2491,27.8967,0,0,218.95,0,-423526,0,0,0,0,0,0.297569,-431014,0,219.351,218.95,0
28:10:15:11:31:05,8389,8392.44,27.8978,21.2705,27.8792,0,0,219.414,0,-423015,0,0,0,0,0,0.296332,-430503,0,219.816,219.414,0
28:10:15:11:31:06,8398.44,8394.72,27.9012,21.2345,27.8978,0,0,219.879,0,-423570,0,0,0,0,0,0.316019,-431058,0,220.281,219.879,0
28:10:15:11:31:07,8427.63,8427.34,27.9157,21.2184,27.9012,0,0,220.344,0,-423644,0,0,0,0,0,0.279888,-431132,0,220.746,220.344,0
28:10:15:11:31:08,8454.23,8458.24,27.8892,21.2385,27.9157,0,0,220.809,0,-424061,0,0,0,0,0,0.301061,-431549,0,221.211,220.809,0
28:10:15:11:31:09,8470.83,8477.12,27.9559,21.2558,27.8892,0,0,221.274,0,-423227,0,0,0,0,0,0.27612,-430715,0,221.677,221.274,0
28:10:15:11:31:10,8485.99,8484.56,27.9227,21.117,27.9559,0,0,221.74,0,-425254,0,0,0,0,0,0.301354,-432742,0,222.142,221.74,0
28:10:15:11:31:11,8489.14,8490.86,27.8803,21.2531,27.9227,0,0,222.205,0,-424234,0,0,0,0,0,0.297564,-431722,0,222.607,222.205,0
28:10:15:11:31:12,8556.09,8566.1,27.8806,21.113,27.8803,0,0,222.67,0,-422865,0,0,0,0,0,0.300659,-430353,0,223.072,222.67,0
28:10:15:11:31:13,8597.57,8594.42,27.8806,21.2198,27.8806,0,0,223.135,0,-422833,0,0,0,0,0,0.297694,-430321,0,223.537,223.135,0
28:10:15:11:31:14,8616.17,8615.88,27.9294,21.2705,27.8806,0,0,223.6,0,-422812,0,0,0,0,0,0.320705,-430300,0,224.002,223.6,0
