  0.19   
1832129.35 404753.00 -6227.04 "11/11/2015" 1018.00 1832129.35 404753.00 -6227.04 16.39  0.00   17.59  0.00   0.47   1330.00 72.45  51.64  50.21  -0.91  0.40   -0.06  -0.40  -0.91  0.05   0.14   4.31   0.40   0.96   0.97   0.90   0.90   12.24  0.46   0.93   0.49   3.00   0.00   -999.25 -2.05  622.49 0.00   15.70  12.00  0.49   0.12   
1832516.38 404349.30 -6171.33 "11/11/2015" 1019.00 1832516.38 404349.30 -6171.33 3.52   0.00   4.10   0.00   0.83   855.62 76.05  72.63  45.13  -0.11  -0.99  0.01   -0.97  0.10   -0.21  0.79   3.53   0.10   0.90   0.88   0.92   0.87   3.39   0.13   0.38   0.30   3.00   0.00   -999.25 -2.49  137.18 0.00   20.59  11.00  0.05   0.35   
1832534.26 404456.63 -5849.00 "11/11/2015" 1020.00 1832534.26 404456.63 -5849.00 8.38   0.00   9.45   0.00   2.44   784.01 72.96  26.09  22.10  -0.97  0.25   -0.05  -0.04  0.02   1.00   0.40   4.24   0.28   0.87   0.98   0.92   0.92   9.89   0.36   0.93   0.39   3.00   0.00   -999.25 -2.38  197.47 0.00   16.64  12.00  0.13   0.57   
1832221.13 404818.00 -6276.44 "11/11/2015" 1021.00 1832221.13 404818.00 -6276.44 9.78   0.00   11.05  0.00   1.50   1295.21 76.03  71.95  43.70  -0.47  -0.88  0.00   0.88   -0.47  0.06   0.79   4.17   0.27   0.93   0.97   0.85   0.85   10.38  0.33   0.98   0.34   3.00   0.00   -999.25 -1.82  1368.54 0.01   22.85  12.00  0.35   0.26   
1832592.70 404432.73 -6260.64 "11/11/2015" 1022.00 1832592.70 404432.73 -6260.64 3.77   0.00   4.77   0.00   1.45   845.81 128.88 71.30  35.69  -0.25  -0.97  -0.01  0.95   -0.25  0.20   0.97   3.73   0.13   0.75   0.86   0.82   0.77   5.79   0.20   0.57   0.41   3.00   0.00   -999.25 -2.53  117.37 0.00   14.43  12.00  0.12   1.18   
1832587.36 404495.33 -6169.45 "11/11/2015" 1023.00 1832587.36 404495.33 -6169.45 1.69   0.00   2.23   0.00   0.67   823.28 156.33 73.41  44.03  -0.32  -0.95  -0.00  0.92   -0.32  0.21   0.20   2.86   0.03   0.72   0.66   0.63   0.46   2.07   0.05   0.21   0.20   3.00   0.00   -999.25 -2.39  193.63 0.00   27.80  8.00   0.03   0.42   
1832546.67 404201.86 -6420.04 "11/11/2015" 1024.00 1832546.67 404201.86 -6420.04 2.46   0.00   3.68   0.00   0.20   956.56 155.65 74.08  43.13  0.06   -1.00  -0.00  0.98   0.06   0.19   0.08   3.18   0.07   0.71   0.59   0.81   0.58   4.25   0.12   0.22   0.42   3.00   0.00   -999.25 -2.71  64.62  0.00   13.01  10.00  0.09   0.33   
1832430.48 404462.58 -6094.76 "11/11/2015" 1025.00 1832430.48 404462.58 -6094.76 3.65   0.00   4.61   0.00   0.25   927.49 187.59 74.09  33.92  -0.24  -0.97  0.00   0.97   -0.24  0.07   0.96   3.34   0.05   0.79   0.76   0.84   0.71   3.36   0.09   0.21   0.42   3.00   0.00   -999.25 -2.22  347.85 0.00   28.82  12.00  0.04   0.21   
1832681.91 404611.52 -6187.90 "11/11/2015" 1026.00 1832681.91 404611.52 -6187.90 1.85   0.00   2.57   0.00   0.47   799.34 135.43 71.14  39.81  -0.51  -0.86  0.00   0.84   -0.50  0.20   0.29   2.88   0.03   0.66   0.66   0.66   0.47   2.14   0.05   0.18   0.25   3.00   0.00   -999.25 -2.46  149.78 0.00   26.65  9.00   0.02   0.29   
1832934.86 404252.85 -6410.95 "11/11/2015" 1027.00 1832934.86 404252.85 -6410.95 7.09   0.00   8.17   0.00   0.33   690.57 99.31  70.76  38.66  -0.01  -1.00  -0.00  0.97   -0.01  0.26   0.94   3.87   0.23   0.83   0.73   0.89   0.80   7.55   0.31   0.47   0.61   3.00   0.00   -999.25 -2.75  54.96  0.00   13.58  11.00  0.07   0.44   
1833046.35 404470.09 -6419.67 "11/11/2015" 1028.00 1833046.35 404470.09 -6419.67 1.61   0.00   2.14   0.00   0.78   686.42 126.35 69.33  38.67  -0.67  -0.74  -0.01  0.71   -0.65  0.26   0.49   3.25   0.08   0.71   0.52   0.81   0.65   3.06   0.11   0.23   0.36   3.00   0.00   -999.25 -2.85  38.96  0.00   15.63  11.00  0.03   2.07   
1832708.39 404248.22 -6427.57 "11/11/2015" 1029.00 1832708.39 404248.22 -6427.57 4.40   0.00   5.11   0.00   0.33   841.65 76.17  74.40  41.46  0.96   -0.01  0.28   -0.01  -1.00  0.00   0.07   3.56   0.14   0.86   0.88   0.80   0.76   4.69   0.18   0.31   0.53   3.00   0.00   -999.25 -2.75  54.48  0.00   13.54  12.00  0.07   0.47   
1832294.76 404840.98 -6262.01 "11/11/2015" 1030.00 1832294.76 404840.98 -6262.01 4.10   0.00   5.04   0.00   1.25   1240.80 82.69  72.05  46.10  -0.54  -0.84  0.00   0.84   -0.54  -0.01  0.86   3.72   0.11   0.85   0.94   0.89   0.87   4.27   0.15   0.61   0.25   3.00   0.00   -999.25 -2.26  298.78 0.00   20.27  12.00  0.11   0.34   
1832183.14 404775.38 -6230.48 "11/11/2015" 1032.00 1832183.14 404775.38 -6230.48 1.91   0.00   2.35   0.00   0.69   1293.49 144.60 72.44  49.11  -0.44  -0.90  0.00   0.90   -0.44  0.08   0.50   2.87   0.01   0.68   0.60   0.72   0.52   1.78   0.03   0.19   0.17   3.00   0.00   -999.25 -2.30  258.68 0.00   24.27  10.00  0.05   0.51   
1832925.23 404373.35 -6412.88 "11/11/2015" 1033.00 1832925.23 404373.35 -6412.88 5.44   0.00   6.43   0.00   0.44   708.77 88.30  69.88  38.75  -0.32  -0.95  -0.00  0.92   -0.31  0.26   0.72   3.90   0.27   0.83   0.70   0.88   0.78   8.06   0.34   0.51   0.62   3.00   0.00   -999.25 -2.89  34.58  0.00   10.03  12.00  0.10   0.43   
1832912.40 404453.07 -6289.37 "11/11/2015" 1034.00 1832912.40 404453.07 -6289.37 3.97   0.00   4.90   0.00   0.65   637.86 77.30  70.53  30.23  0.49   0.87   0.01   0.83   -0.47  0.30   0.30   3.86   0.24   0.83   0.87   0.88   0.80   7.88   0.32   0.54   0.53   3.00   0.00   -999.25 -2.18  392.52 0.00   39.29  12.00  0.02   0.60   
1832274.67 404874.63 -6257.23 "11/11/2015" 1036.00 1832274.67 404874.63 -6257.23 2.81   0.00   9.80   0.00   1.73   1271.58 122.97 72.00  46.91  -0.52  -0.85  -0.00  0.85   -0.52  -0.04  0.46   4.07   0.23   0.90   0.93   0.88   0.84   7.12   0.30   0.91   0.33   3.00   0.00   -999.25 -1.78  1580.83 0.01   25.65  12.00  0.28   0.31   
1832180.48 404815.75 -6242.95 "11/11/2015" 1035.00 1832180.48 404815.75 -6242.95 10.28  0.00   11.09  0.00   1.03   1316.76 74.82  72.14  48.11  -0.40  -0.92  -0.00  0.91   -0.40  -0.08  0.18   4.23   0.34   0.86   0.97   0.88   0.88   8.73   0.41   0.92   0.43   3.00   0.00   -999.25 -1.96  853.09 0.00   21.07  12.00  0.28   0.33   
1832790.92 404196.12 -6422.64 "11/11/2015" 1037.00 1832790.92 404196.12 -6422.64 2.54   0.00   3.02   0.00   0.36   784.77 127.42 74.57  41.19  0.11   -0.99  0.01   0.95   0.11   0.29   0.08   3.21   0.06   0.81   0.66   0.83   0.70   2.97   0.08   0.22   0.33   3.00   0.00   -999.25 -2.86  38.05  0.00   13.00  12.00  0.05   0.52   
1832181.73 404844.93 -6347.39 "11/11/2015" 1038.00 1832181.73 404844.93 -6347.39 8.22   0.00   9.30   0.00   0.25   1365.61 116.71 77.73  54.19  -0.48  -0.88  -0.00  0.82   -0.44  0.36   0.23   3.86   0.22   0.94   0.92   0.84   0.82   6.75   0.27   0.51   0.54   3.00   0.00   -999.25 -2.16  422.16 0.00   22.20  12.00  0.12   0.22   
1832701.49 404205.32 -6431.31 "11/11/2015" 1041.00 1832701.49 404205.32 -6431.31 5.29   0.00   5.97   0.00   0.19   850.08 77.83  56.41  42.26  -0.96  -0.07  -0.28  0.07   -1.00  0.01   0.30   3.66   0.14   0.90   0.91   0.90   0.87   6.61   0.17   0.30   0.54   3.00   0.00   -999.25 -2.70  66.59  0.00   11.76  12.00  0.12   0.53   
1833065.39 404425.12 -6416.40 "11/11/2015" 1042.00 1833065.39 404425.12 -6416.40 1.62   0.00   2.09   0.00   0.98   663.48 71.33  38.73  11.83  0.78   -0.57  0.25   0.21   -0.15  -0.97  0.21   3.06   0.03   0.67   0.73   0.66   0.62   2.20   0.05   0.22   0.22   3.00   0.00   -999.25 -2.83  42.49  0.00   18.01  12.00  0.02   1.03   
1832740.26 404314.88 -6299.80 "11/11/2015" 1044.00 1832740.26 404314.88 -6299.80 1.85   0.00   2.40   0.00   0.56   733.31 76.52  71.80  32.13  -0.06  -1.00  0.01   -0.96  0.06   -0.26  0.54   3.01   0.04   0.71   0.62   0.74   0.59   2.26   0.07   0.20   0.25   3.00   0.00   -999.25 -2.74  57.32  0.00   14.98  11.00  0.05   0.46   
1832767.51 404555.75 -6159.82 "11/11/2015" 1043.00 1832767.51 404555.75 -6159.82 2.39   0.00   3.12   0.00   0.51   696.20 73.48  55.77  39.01  -0.81  0.51   -0.27  -0.53  -0.85  -0.02  0.10   3.33   0.07   0.87   0.75   0.87   0.77   2.92   0.09   0.25   0.33   3.00   0.00   -999.25 -2.59  96.56  0.00   20.97  11.00  0.03   0.30   
1832982.21 404317.55 -6318.37 "11/11/2015" 1045.00 1832982.21 404317.55 -6318.37 2.70   0.00   3.39   0.00   0.38   591.19 84.77  78.69  35.90  0.88   -0.29  0.37   -0.30  -0.95  -0.02  0.72   3.17   0.06   0.77   0.63   0.72   0.56   3.51   0.09   0.20   0.42   3.00   0.00   -999.25 -2.69  69.16  0.00   19.84  11.00  0.03   0.63   
1832193.44 404824.03 -6269.15 "11/11/2015" 1046.00 1832193.44 404824.03 -6269.15 15.43  0.00   18.51  0.00   1.20   1318.24 72.41  60.40  47.97  -0.88  0.47   0.06   -0.47  -0.88  -0.01  0.84   4.35   0.40   0.95   0.97   0.90   0.89   19.22  0.46   1.00   0.46   3.00   0.00   -999.25 -1.89  1095.17 0.00   14.20  12.00  1.16   0.34   
1832463.67 404504.49 -6186.29 "11/11/2015" 1047.00 1832463.67 404504.49 -6186.29 20.07  0.00   23.57  0.00   0.07   939.87 71.15  44.03  42.55  -0.95  0.30   -0.10  -0.30  -0.95  0.03   0.02   4.29   0.38   0.95   0.96   0.91   0.90   21.49  0.45   0.76   0.63   3.00   0.00   -999.25 -2.06  594.42 0.00   11.45  12.00  1.20   0.08   
1832153.19 404875.26 -6204.44 "11/11/2015" 1048.00 1832153.19 404875.26 -6204.44 3.10   0.00   3.57   0.00   0.42   1354.71 159.69 72.95  37.58  -0.49  -0.87  -0.00  0.87   -0.49  -0.07  0.69   3.25   0.05   0.78   0.81   0.87   0.76   2.63   0.07   0.25   0.28   3.00   0.00   -999.25 -2.23  333.02 0.00   23.12  11.00  0.08   0.25   
1832326.09 404800.13 -6296.45 "11/11/2015" 1049.00 1832326.09 404800.13 -6296.45 2.61   0.00   3.11   0.00   0.76   1209.58 138.08 72.48  41.95  -0.50  -0.87  -0.00  0.86   -0.50  0.09   0.37   3.23   0.05   0.80   0.72   0.82   0.70   2.71   0.07   0.31   0.23   3.00   0.00   -999.25 -2.59  96.34  0.00   13.19  12.00  0.13   0.32   
1832098.99 404790.58 -6281.17 "11/11/2015" 1050.00 1832098.99 404790.58 -6281.17 2.28   0.00   2.64   0.00   1.00   1388.16 92.89  72.16  45.32  -0.42  -0.91  0.00   0.91   -0.41  0.05   0.28   3.24   0.03   0.75   0.81   0.89   0.78   2.32   0.05   0.27   0.19   3.00   0.00   -999.25 -2.01  723.52 0.00   38.72  12.00  0.04   0.70   
1832952.08 404416.65 -6417.59 "11/11/2015" 1051.00 1832952.08 404416.65 -6417.59 5.46   0.00   6.38   0.00   0.47   708.60 90.09  72.48  38.68  -0.50  -0.87  -0.01  0.84   -0.48  0.26   0.15   3.95   0.29   0.89   0.73   0.88   0.81   7.85   0.37   0.54   0.61   3.00   0.00   -999.25 -2.90  32.71  0.00   10.11  12.00  0.10   0.45   
1832793.75 404451.17 -6390.14 "11/11/2015" 1052.00 1832793.75 404451.17 -6390.14 2.79   0.00   3.52   0.00   0.50   783.98 117.40 77.27  39.77  -0.39  -0.92  -0.01  0.86   -0.37  0.35   0.86   3.28   0.06   0.71   0.74   0.79   0.70   3.09   0.10   0.23   0.38   3.00   0.00   -999.25 -2.66  75.57  0.00   20.87  12.00  0.03   0.61   
1832277.65 404794.75 -6088.92 "11/11/2015" 1053.00 1832277.65 404794.75 -6088.92 3.48   3.00   3.89   0.00   0.99   1182.04 89.92  42.34  3.63   0.48   0.88   0.00   0.88   -0.48  -0.00  0.94   2.12   0.00   0.87   0.91   0.89   0.83   2.24   0.05   0.25   0.19   3.00   0.00   -999.25 -1.70  2099.41 0.01   23.60  12.00  0.49   0.45   
1832157.00 404771.46 -6232.57 "11/11/2015" 1054.00 1832157.00 404771.46 -6232.57 3.88   0.00   4.25   0.00   1.24   1314.98 72.58  62.38  49.73  -0.91  0.41   -0.07  -0.41  -0.91  0.00   0.52   3.52   0.09   0.87   0.93   0.87   0.85   3.43   0.12   0.46   0.23   3.00   0.00   -999.25 -2.17  411.05 0.00   26.44  12.00  0.07   0.32   
1832170.99 404863.37 -6350.32 "11/11/2015" 1055.00 1832170.99 404863.37 -6350.32 6.19   0.00   6.77   0.00   0.33   1383.60 123.98 78.15  54.57  -0.49  -0.87  0.00   0.81   -0.45  0.36   0.15   3.76   0.18   0.93   0.92   0.87   0.83   5.12   0.22   0.41   0.51   3.00   0.00   -999.25 -2.38  199.08 0.00   15.72  12.00  0.16   0.31   
1832825.40 404293.25 -6424.49 "11/11/2015" 1058.00 1832825.40 404293.25 -6424.49 1.89   0.00   2.42   0.00   0.36   764.71 121.09 74.92  41.11  -0.09  -1.00  0.01   0.95   -0.09  0.30   0.88   2.93   0.03   0.63   0.60   0.72   0.50   2.51   0.06   0.18   0.27   3.00   0.00   -999.25 -2.95  27.86  0.00   10.90  10.00  0.07   0.53   
1832171.08 404805.18 -6260.96 "11/11/2015" 1057.00 1832171.08 404805.18 -6260.96 4.24   0.00   4.86   0.00   0.87   1326.08 72.31  59.34  48.22  -0.89  0.46   0.07   -0.46  -0.89  -0.00  0.57   3.72   0.12   0.85   0.96   0.89   0.88   4.38   0.16   0.60   0.26   3.00   0.00   -999.25 -2.33  235.02 0.00   16.75  12.00  0.15   0.35   
1832336.92 404819.21 -6292.71 "11/11/2015" 1056.00 1832336.92 404819.21 -6292.71 9.15   0.00   9.75   0.00   0.60   1208.43 79.92  72.65  41.93  -0.53  -0.85  -0.00  0.84   -0.53  0.10   0.07   4.13   0.32   0.96   0.94   0.90   0.88   8.83   0.38   0.77   0.48   3.00   0.00   -999.25 -2.28  276.74 0.00   15.24  12.00  0.24   0.19   
1832939.75 404332.77 -6329.64 "11/11/2015" 1059.00 1832939.75 404332.77 -6329.64 2.05   0.00   2.83   0.00   0.55   625.44 77.54  33.26  19.66  -0.91  0.22   -0.34  -0.33  0.08   0.94   0.17   2.96   0.04   0.62   0.50   0.68   0.45   2.60   0.07   0.19   0.33   3.00   0.00   -999.25 -2.69  68.19  0.00   19.84  10.00  0.03   0.56   
1832177.01 404809.82 -6216.31 "11/11/2015" 1060.00 1832177.01 404809.82 -6216.31 5.44   0.00   5.97   0.00   0.39   1308.78 126.44 72.07  49.71  -0.45  -0.89  0.00   0.89   -0.45  0.06   0.76   3.60   0.14   0.83   0.85   0.90   0.79   4.41   0.18   0.39   0.42   3.00   0.00   -999.25 -2.11  512.86 0.00   25.04  12.00  0.10   0.18   
1832001.43 404495.89 -6217.49 "11/11/2015" 1061.00 1832001.43 404495.89 -6217.49 2.98   0.00   3.41   0.00   0.51   1370.89 203.67 71.87  51.51  -0.19  -0.98  -0.00  0.98   -0.19  0.02   0.24   3.21   0.03   0.81   0.82   0.86   0.79   2.12   0.05   0.21   0.21   3.00   0.00   -999.25 -2.02  676.58 0.00   37.00  12.00  0.04   0.35   
1832942.43 404386.97 -6419.09 "11/11/2015" 1062.00 1832942.43 404386.97 -6419.09 3.86   0.00   4.69   0.00   0.37   707.98 71.13  52.44  38.72  -0.89  0.38   -0.25  -0.39  -0.92  -0.02  0.40   3.64   0.15   0.86   0.71   0.83   0.77   4.99   0.19   0.34   0.54   3.00   0.00   -999.25 -2.67  73.00  0.00   18.54  12.00  0.03   0.56   
1832288.05 404683.58 -6271.39 "11/11/2015" 1063.00 1832288.05 404683.58 -6271.39 2.00   0.00   2.56   0.00   0.67   1182.68 131.46 72.07  44.50  -0.40  -0.91  -0.00  0.91   -0.40  0.04   0.07   3.09   0.04   0.81   0.71   0.79   0.61   2.36   0.06   0.26   0.21   3.00   0.00   -999.25 -2.22  344.75 0.00   31.16  11.00  0.03   0.41   
1832116.27 404921.15 -6344.27 "11/11/2015" 1064.00 1832116.27 404921.15 -6344.27 6.52   0.00   7.18   0.00   0.34   1451.89 136.04 78.21  56.19  -0.50  -0.86  0.00   0.80   -0.46  0.39   0.57   3.69   0.18   0.95   0.93   0.80   0.76   5.13   0.23   0.45   0.49   3.00   0.00   -999.25 -2.36  214.55 0.00   16.04  12.00  0.16   0.24   
1832150.42 404810.34 -6333.18 "11/11/2015" 1065.00 1832150.42 404810.34 -6333.18 3.89   0.00   4.31   0.00   0.33   1371.16 260.80 77.25  54.48  -0.44  -0.90  0.00   0.84   -0.41  0.36   0.78   3.36   0.07   0.87   0.84   0.81   0.73   3.12   0.10   0.26   0.36   3.00   0.00   -999.25 -2.49  137.23 0.00   14.56  12.00  0.13   0.23   
1832222.16 404842.44 -6251.65 "11/11/2015" 1066.00 1832222.16 404842.44 -6251.65 7.67   0.00   8.41   0.00   0.74   1296.85 72.03  54.86  47.58  -0.87  0.50   0.06   -0.50  -0.87  0.01   0.75   4.08   0.33   0.95   0.96   0.86   0.85   6.45   0.38   0.71   0.53   3.00   0.00   -999.25 -2.11  497.02 0.00   18.48  12.00  0.24   0.42   
1832592.85 404347.66 -6129.53 "11/11/2015" 1069.00 1832592.85 404347.66 -6129.53 3.27   0.00   3.55   0.00   0.83   769.21 75.96  72.70  37.27  0.28   0.96   0.01   -0.95  0.28   -0.16  0.99   3.48   0.09   0.85   0.84   0.89   0.83   3.29   0.11   0.32   0.34   3.00   0.00   -999.25 -2.31  254.01 0.00   32.90  12.00  0.02   0.65   
1832500.14 404444.18 -6221.76 "11/11/2015" 1068.00 1832500.14 404444.18 -6221.76 1.59   0.00   2.03   0.00   0.56   907.91 172.48 76.21  40.44  -0.25  -0.97  0.00   0.95   -0.24  0.21   0.48   2.82   0.01   0.80   0.67   0.68   0.53   1.54   0.02   0.14   0.17   3.00   0.00   -999.25 -2.51  125.38 0.00   25.45  10.00  0.02   0.49   
1832583.03 404547.56 -6189.92 "11/11/2015" 1070.00 1832583.03 404547.56 -6189.92 13.28  0.00   14.67  0.00   0.60   852.93 71.15  59.47  41.14  -0.90  0.40   -0.16  -0.40  -0.92  -0.00  0.63   4.29   0.39   0.92   0.95   0.92   0.90   12.67  0.47   0.83   0.59   3.00   0.00   -999.25 -1.91  1009.35 0.00   28.80  12.00  0.13   0.26   
1832162.73 404778.11 -6208.72 "11/11/2015" 1071.00 1832162.73 404778.11 -6208.72 4.58   0.00   5.18   0.00   0.83   1305.40 91.47  73.07  38.78  -0.43  -0.90  0.00   0.90   -0.43  -0.06  0.52   3.67   0.14   0.92   0.91   0.82   0.82   4.42   0.17   0.56   0.30   3.00   0.00   -999.25 -2.07  578.40 0.00   30.56  12.00  0.06   0.25   
1832782.93 404516.02 -6261.87 "11/11/2015" 1072.00 1832782.93 404516.02 -6261.87 2.21   0.00   3.09   0.00   0.55   725.25 72.16  58.62  32.42  -0.87  0.43   -0.26  -0.44  -0.90  0.01   1.00   3.36   0.12   0.77   0.67   0.77   0.64   3.88   0.16   0.37   0.38   3.00   0.00   -999.25 -2.94  29.05  0.00   10.23  11.00  0.08   0.39   
1832223.14 404829.37 -6285.36 "11/11/2015" 1073.00 1832223.14 404829.37 -6285.36 4.22   0.00   4.55   0.00   1.32   1301.80 72.56  70.42  43.73  -0.92  0.40   -0.08  -0.40  -0.92  0.01   0.50   3.58   0.08   0.90   0.94   0.90   0.87   3.53   0.10   0.50   0.21   3.00   0.00   -999.25 -2.12  496.27 0.00   27.44  12.00  0.07   0.29   
1832968.42 404505.27 -6388.36 "11/11/2015" 1074.00 1832968.42 404505.27 -6388.36 5.60   0.00   6.40   0.00   0.62   703.82 76.01  58.98  38.45  -0.77  0.52   -0.37  -0.58  -0.82  0.04   0.67   4.14   0.34   0.86   0.87   0.93   0.84   8.66   0.48   0.63   0.68   3.00   0.00   -999.25 -2.46  150.84 0.00   20.73  12.00  0.05   1.71   
1832331.86 404842.18 -6299.29 "11/11/2015" 1075.00 1832331.86 404842.18 -6299.29 1.70   0.00   2.06   0.00   1.74   1226.02 205.50 72.57  42.24  -0.53  -0.85  -0.00  0.84   -0.53  0.09   0.76   3.16   0.03   0.73   0.77   0.84   0.73   2.26   0.04   0.30   0.13   3.00   0.00   -999.25 -2.26  299.05 0.00   30.85  12.00  0.03   0.64   
1832277.60 404735.85 -6299.28 "11/11/2015" 1077.00 1832277.60 404735.85 -6299.28 3.68   0.00   4.19   0.00   0.53   1222.43 159.18 72.44  42.19  -0.43  -0.90  -0.01  0.90   -0.43  0.08   0.58   3.45   0.10   0.86   0.89   0.85   0.80   3.31   0.12   0.36   0.29   3.00   0.00   -999.25 -2.21  362.57 0.00   28.08  12.00  0.05   0.19   
1832674.32 404499.05 -6238.20 "11/11/2015" 1076.00 1832674.32 404499.05 -6238.20 2.85   0.00   3.59   0.00   0.45   786.32 74.18  54.67  34.16  -0.89  0.38   -0.25  -0.39  -0.92  -0.01  0.24   3.44   0.13   0.81   0.81   0.78   0.71   4.29   0.17   0.37   0.40   3.00   0.00   -999.25 -2.71  62.59  0.00   15.06  9.00   0.06   0.29   
1832760.06 404411.95 -6150.99 "11/11/2015" 1079.00 1832760.06 404411.95 -6150.99 2.34   0.00   2.95   0.00   1.34   646.55 74.55  55.63  34.55  -0.93  0.29   -0.23  -0.29  -0.96  -0.02  0.92   3.41   0.08   0.79   0.72   0.83   0.74   3.55   0.11   0.36   0.33   3.00   0.00   -999.25 -2.17  402.99 0.00   42.88  11.00  0.02   1.28   
1832769.47 404413.73 -6156.96 "11/11/2015" 1078.00 1832769.47 404413.73 -6156.96 7.62   0.00   10.13  0.00   1.47   642.48 74.21  40.87  36.54  -0.89  0.33   -0.32  -0.35  -0.94  0.02   0.40   4.31   0.35   0.75   0.94   0.92   0.90   13.57  0.49   0.77   0.66   3.00   0.00   -999.25 -2.03  671.30 0.00   30.28  12.00  0.07   1.38   
1831964.64 404584.59 -6224.36 "11/11/2015" 1080.00 1831964.64 404584.59 -6224.36 4.24   0.00   4.87   0.00   0.35   1425.91 160.65 72.05  53.00  -0.25  -0.97  0.00   0.97   -0.25  -0.00  0.11   3.30   0.07   0.83   0.76   0.78   0.68   3.31   0.10   0.27   0.35   3.00   0.00   -999.25 -2.40  184.57 0.00   16.21  12.00  0.13   0.18   
