JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC,TR_PRESS_DERIV
13:11:15:08:39:28,28.5528,56.8769,0,5.75456,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,10.7424
13:11:15:08:39:29,29.4111,58.0213,0,5.593,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,11.5919
13:11:15:08:39:30,27.4084,57.163,0,5.32464,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,13.8936
13:11:15:08:39:31,26.8362,55.4464,0,5.0536,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,15.4906
13:11:15:08:39:32,27.9806,56.3047,0,5.01354,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,14.4842
13:11:15:08:39:33,27.9806,57.4491,0,4.54089,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,12.3205
13:11:15:08:39:34,27.4084,56.0186,0,4.04955,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,11.0832
13:11:15:08:39:35,26.5501,55.4464,0,3.21374,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,10.0572
13:11:15:08:39:36,27.1223,55.4464,0,2.72507,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,8.01697
13:11:15:08:39:37,27.4084,55.4464,0,2.16964,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,5.39791
13:11:15:08:39:38,26.5501,55.7325,0,1.83452,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,3.49133
13:11:15:08:39:39,27.1223,56.0186,0,1.47135,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.05591
13:11:15:08:39:40,27.1223,56.3047,0,1.22301,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.489324
13:11:15:08:39:41,26.5501,55.7325,0,1.03876,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.591752
13:11:15:08:39:42,26.8362,55.7325,0,0.825129,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.40135
13:11:15:08:39:43,27.1223,55.4464,0,0.695622,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-2.3804
13:11:15:08:39:44,27.1223,55.4464,0,0.554094,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-2.92166
13:11:15:08:39:45,26.8362,56.3047,0,0.449951,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-2.84214
13:11:15:08:39:46,27.4084,54.8742,0,0.353821,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-2.69233
13:11:15:08:39:47,27.4084,55.4464,0,0.301746,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-2.49336
13:11:15:08:39:48,27.1223,55.4464,0,0.249678,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.86022
13:11:15:08:39:49,27.1223,56.0186,0,0.201611,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.1828
13:11:15:08:39:50,27.1223,55.4464,0,0.150873,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.895379
13:11:15:08:39:51,27.1223,55.7325,0,0.137522,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.781446
13:11:15:08:39:52,27.1223,55.1603,0,0.0947971,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.669728
13:11:15:08:39:53,27.1223,55.7325,0,0.0907917,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.563201
13:11:15:08:39:54,26.8362,55.7325,0,0.0787735,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.463984
13:11:15:08:39:55,27.1223,56.0186,0,0.0747681,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.507711
13:11:15:08:39:56,26.264,56.0186,0,0.0774403,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.659567
13:11:15:08:39:57,26.8362,56.0186,0,0.0747681,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.02374
13:11:15:08:39:58,26.8362,55.4464,0,0.0747681,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.67341
13:11:15:08:39:59,26.8362,55.7325,0,0.0747681,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.98447
13:11:15:08:40:00,27.1223,56.3047,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.89218
13:11:15:08:40:01,26.5501,55.4464,0,0.07477,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.62805
13:11:15:08:40:02,27.4084,55.4464,0,0.0814438,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.37481
13:11:15:08:40:03,27.1223,55.4464,0,0.0881195,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.13781
13:11:15:08:40:04,26.8362,55.1603,0,0.0907936,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.517958
13:11:15:08:40:05,27.1223,55.7325,0,0.108147,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.0269405
13:11:15:08:40:06,27.1223,55.1603,0,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.0815409
13:11:15:08:40:07,26.8362,55.7325,0,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.29633
13:11:15:08:40:08,26.8362,55.7325,0,0.116158,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.45159
13:11:15:08:40:09,26.8362,56.0186,0,0.116159,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.28791
13:11:15:08:40:10,26.8362,55.1603,0,0.105476,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.0192823
13:11:15:08:40:11,27.1223,55.7325,0,0.114824,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.187092
13:11:15:08:40:12,27.6945,55.7325,0,0.106813,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.205081
13:11:15:08:40:13,26.8362,55.7325,0,0.109482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.324523
13:11:15:08:40:14,26.8362,55.7325,0,0.114822,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.988537
13:11:15:08:40:15,27.4084,55.4464,0,0.109482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.929285
13:11:15:08:40:16,26.5501,56.0186,0,0.113491,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.720585
13:11:15:08:40:17,27.4084,55.1603,0,0.104143,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.672421
13:11:15:08:40:18,27.9806,55.1603,0,0.108149,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.480249
13:11:15:08:40:19,27.6945,55.7325,0,0.110819,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.989234
13:11:15:08:40:20,28.2667,56.0186,0,0.0988007,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.15363
13:11:15:08:40:21,28.2667,55.7325,0,0.0947952,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,3.24668
13:11:15:08:40:22,28.5528,55.1603,0,0.0801086,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,4.38514
13:11:15:08:40:23,28.2667,55.4464,0,0.04673,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,5.52276
13:11:15:08:40:24,27.4084,55.1603,0,0.0534058,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,6.35567
13:11:15:08:40:25,27.6945,54.8742,0,0.0507374,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,6.2579
13:11:15:08:40:26,28.2667,54.8742,0,0.0560761,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,5.1818
13:11:15:08:40:27,27.4084,54.8742,0,0.0560761,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,4.32966
13:11:15:08:40:28,27.9806,55.4464,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,3.80996
13:11:15:08:40:29,27.6945,55.1603,0,0.0600815,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,3.0242
13:11:15:08:40:30,27.6945,55.7325,0,0.0614185,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.32771
13:11:15:08:40:31,27.4084,55.7325,0,0.0614185,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.72138
13:11:15:08:40:32,28.2667,55.1603,0,0.0627537,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.934595
13:11:15:08:40:33,28.2667,55.1603,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.436919
13:11:15:08:40:34,28.5528,55.4464,0,0.0600815,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.713239
13:11:15:08:40:35,27.6945,55.4464,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.43956
13:11:15:08:40:36,28.2667,55.4464,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.81666
13:11:15:08:40:37,27.9806,55.4464,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.64596
13:11:15:08:40:38,27.4084,55.4464,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.46372
13:11:15:08:40:39,27.4084,55.7325,0,0.0614166,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.00985
13:11:15:08:40:40,27.6945,56.0186,0,0.0761051,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.1125
13:11:15:08:40:41,27.4084,56.0186,0,0.0774384,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.94029
13:11:15:08:40:42,27.6945,55.7325,0,0.0881233,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-2.01424
13:11:15:08:40:43,27.6945,56.0186,0,0.100138,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-2.14213
13:11:15:08:40:44,28.5528,55.4464,0,0.10281,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-2.03883
13:11:15:08:40:45,27.1223,56.0186,0,0.101471,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.35896
13:11:15:08:40:46,28.2667,56.0186,0,0.101473,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.661428
13:11:15:08:40:47,27.6945,56.0186,0,0.10548,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.509149
13:11:15:08:40:48,27.9806,56.0186,0,0.105476,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.242334
13:11:15:08:40:49,27.6945,56.0186,0,0.105476,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.103872
13:11:15:08:40:50,27.6945,56.0186,0,0.109486,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.231576
13:11:15:08:40:51,27.6945,55.4464,0,0.112154,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.187913
13:11:15:08:40:52,27.6945,55.7325,0,0.112152,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.0143466
13:11:15:08:40:53,27.9806,55.4464,0,0.114824,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.119055
13:11:15:08:40:54,27.9806,55.7325,0,0.117495,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.0832757
13:11:15:08:40:55,27.9806,55.7325,0,0.116161,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.215221
13:11:15:08:40:56,27.1223,55.1603,0,0.114824,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.57138
13:11:15:08:40:57,27.6945,56.3047,0,0.120165,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.423601
13:11:15:08:40:58,28.2667,56.0186,0,0.116159,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.239819
13:11:15:08:40:59,27.6945,56.0186,0,0.11883,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.337774
13:11:15:08:41:00,27.4084,55.7325,0,0.121502,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.134727
13:11:15:08:41:01,27.9806,56.0186,0,0.117496,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.0897238
13:11:15:08:41:02,27.9806,56.0186,0,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.21604
13:11:15:08:41:03,27.6945,55.4464,0,0.114824,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.0407727
13:11:15:08:41:04,27.6945,55.4464,0,0.109484,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.229002
13:11:15:08:41:05,27.4084,55.4464,0,0.0867844,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.160004
13:11:15:08:41:06,28.5528,55.4464,0,0.0787735,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.166339
13:11:15:08:41:07,28.2667,56.0186,0,0.0600815,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.142633
13:11:15:08:41:08,28.5528,56.0186,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.685441
13:11:15:08:41:09,28.2667,55.4464,0,0.0574112,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.70104
13:11:15:08:41:10,27.6945,55.7325,0,0.0560761,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.42578
13:11:15:08:41:11,28.2667,55.1603,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.50233
13:11:15:08:41:12,27.4084,56.0186,0,0.0574112,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.07997
13:11:15:08:41:13,27.6945,55.7325,0,0.0600815,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.55713
13:11:15:08:41:14,27.9806,56.5908,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.705196
13:11:15:08:41:15,28.2667,54.8742,0,0.0574112,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.0305513
13:11:15:08:41:16,28.2667,55.4464,0,0.0600815,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.0497822
13:11:15:08:41:17,28.5528,55.7325,0,0.0614185,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.465682
13:11:15:08:41:18,28.2667,55.1603,0,0.0614185,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.03818
13:11:15:08:41:19,27.9806,55.7325,0,0.0627537,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.57849
13:11:15:08:41:20,27.9806,55.7325,0,0.0627537,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.67451
13:11:15:08:41:21,27.6945,55.4464,0,0.0600815,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.29295
13:11:15:08:41:22,27.4084,55.7325,0,0.0574112,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.691744
13:11:15:08:41:23,30.2695,58.3074,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.193147
13:11:15:08:41:24,39.9969,67.1765,0,0.0587482,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.0747579
13:11:15:08:41:25,30.2695,57.7352,0,0.0560761,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,7.39248
13:11:15:08:41:26,29.9833,56.5908,0,0.265699,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,18.6733
13:11:15:08:41:27,37.7081,64.3155,0,0.185587,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,22.0319
13:11:15:08:41:28,36.8498,64.0294,0,0.129511,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,22.7073
13:11:15:08:41:29,39.1386,66.6043,0,0.631533,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,29.2264
13:11:15:08:41:30,41.7135,69.1792,0,0.793087,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,37.1989
13:11:15:08:41:31,42.2857,68.8931,0,1.48871,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,45.0956
13:11:15:08:41:32,42.2857,69.7514,0,2.10155,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,53.4927
13:11:15:08:41:33,41.9996,69.7514,0,1.88659,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,59.9968
13:11:15:08:41:34,41.7135,70.6097,0,1.74639,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,63.2364
13:11:15:08:41:35,41.4274,69.7514,0,1.66895,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,63.3372
13:11:15:08:41:36,41.4274,69.4653,0,1.55947,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,60.8962
13:11:15:08:41:37,41.9996,69.7514,0,1.47536,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,56.7188
13:11:15:08:41:38,41.9996,69.7514,0,1.36587,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,51.8789
13:11:15:08:41:39,42.2857,69.7514,0,1.219,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,47.0856
13:11:15:08:41:40,42.5718,69.4653,0,1.13489,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,42.3438
13:11:15:08:41:41,41.9996,69.7514,0,1.14157,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,37.7897
13:11:15:08:41:42,41.7135,69.4653,0,1.08549,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,33.2534
13:11:15:08:41:43,41.9996,69.1792,0,1.04944,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,28.2014
13:11:15:08:41:44,41.9996,69.7514,0,0.958647,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,23.0466
13:11:15:08:41:45,41.1413,69.4653,0,0.92794,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,18.5114
13:11:15:08:41:46,41.7135,70.3236,0,0.938622,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,14.1898
13:11:15:08:41:47,42.2857,68.8931,0,0.906576,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,9.89863
13:11:15:08:41:48,43.144,68.607,0,0.895895,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,6.70463
13:11:15:08:41:49,43.144,67.7487,0,0.89723,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,5.25647
13:11:15:08:41:50,41.9996,69.4653,0,0.895895,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,5.05668
13:11:15:08:41:51,41.1413,69.1792,0,0.871862,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,4.61122
13:11:15:08:41:52,42.2857,69.1792,0,0.867857,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.64908
13:11:15:08:41:53,43.4301,68.3209,0,0.907911,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.257757
13:11:15:08:41:54,44.0023,68.0348,0,0.933279,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-0.373899
13:11:15:08:41:55,42.8579,69.1792,0,0.953308,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.03334
13:11:15:08:41:56,44.0023,68.0348,0,0.997368,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.61593
13:11:15:08:41:57,45.1467,68.8931,0,1.02674,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,3.4779
13:11:15:08:41:58,44.8606,67.4626,0,1.04009,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,5.10332
13:11:15:08:41:59,43.144,68.607,0,1.06813,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,7.66543
13:11:15:08:42:00,42.5718,68.8931,0,1.09484,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,8.85128
13:11:15:08:42:01,43.144,69.4653,0,1.09083,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,7.46914
13:11:15:08:42:02,42.8579,68.8931,0,1.05344,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,5.10283
13:11:15:08:42:03,44.0023,69.1792,0,1.06546,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,3.26484
13:11:15:08:42:04,42.5718,68.8931,0,0.978676,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.29177
13:11:15:08:42:05,44.2884,69.1792,0,0.96933,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.74319
13:11:15:08:42:06,43.4301,67.4626,0,0.996033,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.26844
13:11:15:08:42:07,45.1467,68.607,0,0.993362,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.40208
13:11:15:08:42:08,43.7162,68.8931,0,1.06947,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.26604
13:11:15:08:42:09,43.4301,68.607,0,1.12154,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,3.39392
13:11:15:08:42:10,43.4301,68.8931,0,1.20699,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,3.48051
13:11:15:08:42:11,43.7162,69.1792,0,1.24037,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,2.49827
13:11:15:08:42:12,44.2884,68.607,0,1.21099,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.66772
13:11:15:08:42:13,43.4301,68.8931,0,1.26841,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.51631
