JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC
#NULL,PSI,PSI,B/M,B/M,B/M,PPAC,PPAC,BBL,LB,PSI,PPAC,G/MG,LKGA,LB,G/MG,G/MG,PSI,MIN,BBL,BBL,G/MG,G/MG
11:11:15:03:07:51,56.3047,54.5881,4.15598,6.6331,4.13958,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:07:52,57.4491,54.5881,4.12416,6.63977,4.15598,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:07:53,56.3047,52.8714,4.14903,6.64511,4.12416,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:07:54,48.866,49.1521,4.14577,6.6825,4.14903,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:07:55,48.2938,48.0077,4.14577,6.65312,4.14577,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:07:56,43.7162,44.8606,3.53688,6.55165,4.14577,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:07:57,45.4328,46.5772,3.53688,6.45819,3.53688,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:07:58,48.0077,48.0077,2.84278,6.42748,3.53688,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:07:59,52.0131,50.8687,2.34612,6.35405,2.84278,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:00,56.0186,54.5881,2.31023,6.51427,2.34612,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:01,57.4491,55.4464,2.30113,6.70787,2.31023,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:02,57.7352,55.1603,3.5507,6.76394,2.30113,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:03,56.5908,54.8742,4.08967,6.75059,3.5507,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:04,58.0213,54.5881,4.26868,6.70253,4.08967,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
