JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC,TR_PRESS_DERIV,J623_CONC,J624_CONC,PCM_LIQ_ADD3_CONC_RAW
#NULL,PSI,PSI,B/M,B/M,B/M,PPAC,PPAC,BBL,LB,PSI,PPAC,G/MG,LKGA,LB,G/MG,G/MG,PSI,MIN,BBL,BBL,G/MG,G/MG,PSMN,G/MG,G/MG,G/MG
14:11:15:18:52:00,41.7135,39.4247,1.95406,9.29008,1.86867,0,0,0,0,0,0,0,0.0268745,0,0,0,-7448.48,0,0,0,13.7762,0,12.517,-0.0167265,-0.033453,0
14:11:15:18:52:01,39.1386,35.4193,1.98999,9.20329,1.95406,0,0,0,0,0,0,0,0.0264694,0,0,0,-7448.48,0,0,0,13.7701,0,10.7942,-0.0155523,-0.0311046,0
14:11:15:18:52:02,39.9969,36.2776,1.99702,9.20596,1.98999,0,0,0,0,0,0,0,0.0267206,0,0,0,-7448.48,0,0,0,12.8168,0,7.79435,-0.0148727,-0.0297454,0
14:11:15:18:52:03,39.1386,36.5637,1.52754,9.13119,1.99702,0,0,0,0,0,0,0,0.0267277,0,0,0,-7448.48,0,0,0,12.262,0,3.23903,-0.0146041,-0.0292083,0
14:11:15:18:52:04,39.4247,36.8498,0.564483,9.12718,1.52754,0,0,0,0,0,0,0,0.0267473,0,0,0,-7448.48,0,0,0,12.0274,0,-1.15714,-0.0145528,-0.0291055,0
14:11:15:18:52:05,39.4247,36.5637,0,9.12318,0.564483,0,0,0,0,0,0,0,0.0265986,0,0,0,-7448.48,0,0,0,11.9465,0,-4.75693,-0.0190255,-0.038051,0
14:11:15:18:52:06,39.1386,36.8498,0,9.14721,0,0,0,0,0,0,0,0,0.0263835,0,0,0,-7448.48,0,0,0,15.5326,0,-7.49983,-0.0514845,-0.102969,0
14:11:15:18:52:07,39.9969,36.2776,0,9.10315,0,0,0,0,0,0,0,0,0.0264302,0,0,0,-7448.48,0,0,0,15.4673,0,-9.36631,-0.0514845,-0.102969,0
14:11:15:18:52:08,39.4247,36.8498,0,9.06043,0,0,0,0,0,0,0,0,0.0265731,0,0,0,-7448.48,0,0,0,0,0,-10.3688,-0.0514845,-0.102969,0
14:11:15:18:52:09,39.9969,36.8498,0,9.11517,0,0,0,0,0,0,0,0,0.0267602,0,0,0,-7448.48,0,0,0,0,0,-10.4097,-0.0514845,-0.102969,0
14:11:15:18:52:10,39.1386,36.8498,0,9.08045,0,0,0,0,0,0,0,0,0.0267427,0,0,0,-7448.48,0,0,0,0,0,-9.98111,-0.0514845,-0.102969,0
14:11:15:18:52:11,40.283,37.422,0,9.07912,0,0,0,0,0,0,0,0,0.0270458,0,0,0,-7448.48,0,0,0,0,0,-9.47485,-0.0514845,-0.102969,0
14:11:15:18:52:12,40.283,37.422,0,9.05241,0,0,0,0,0,0,0,0,0.0271367,0,0,0,-7448.48,0,0,0,0,0,-8.79067,-0.0514845,-0.102969,0
14:11:15:18:52:13,41.1413,37.422,0,9.09247,0,0,0,0,0,0,0,0,0.0267416,0,0,0,-7448.48,0,0,0,0,0,-7.32039,-0.0514845,-0.102969,0
14:11:15:18:52:14,40.5691,37.1359,0,9.09647,0,0,0,0,0,0,0,0,0.0270349,0,0,0,-7448.48,0,0,0,0,0,-5.02546,-0.0514845,-0.102969,0
14:11:15:18:52:15,39.9969,37.1359,0,9.06577,0,0,0,0,0,0,0,0,0.0270238,0,0,0,-7448.48,0,0,0,0,0,-2.57337,-0.0514845,-0.102969,0
14:11:15:18:52:16,40.8552,37.7081,0,9.07244,0,0,0,0,0,0,0,0,0.0267085,0,0,0,-7448.48,0,0,0,0,0,-1.01727,-0.0514845,-0.102969,0
14:11:15:18:52:17,40.8552,37.1359,0,9.1619,0,0,0,0,0,0,0,0,0.0262905,0,0,0,-7448.48,0,0,0,0,0,-0.196201,-0.0514845,-0.102969,0
14:11:15:18:52:18,41.4274,37.1359,0,9.28206,0,0,0,0,0,0,0,0,0.0260645,0,0,0,-7448.48,0,0,0,0,0,0.975856,-0.0514845,-0.102969,0
14:11:15:18:52:19,41.1413,37.1359,0,9.27672,0,0,0,0,0,0,0,0,0.0260389,0,0,0,-7448.48,0,0,0,0,0,2.51435,-0.0514845,-0.102969,0
