JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC,TR_PRESS_DERIV,J623_CONC,J624_CONC,PCM_LIQ_ADD3_CONC_RAW
#NULL,PSI,PSI,B/M,B/M,B/M,PPAC,PPAC,BBL,LB,PSI,PPAC,G/MG,LKGA,LB,G/MG,G/MG,PSI,MIN,BBL,BBL,G/MG,G/MG,PSMN,G/MG,G/MG,G/MG
15:11:15:03:43:22,-14.9345,-19.5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0,0,0,0
15:11:15:03:43:23,-3516.53,-3517.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-7.00748,0,0,0
15:11:15:03:43:24,-14.3623,-19.2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1669.16,0,0,0
15:11:15:03:43:25,-14.3623,-19.2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-4539.9,0,0,0
15:11:15:03:43:26,-14.3623,-19.5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-4953.37,0,0,0
15:11:15:03:43:27,-13.7901,-19.5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-3471.88,0,0,0
15:11:15:03:43:28,-13.7901,-19.7983,0,0.00400543,0,0,0,0,0,0,0,0,38.9795,0,0,0,-7448.48,0,0,0,0,0,-2228.18,0,0,0
15:11:15:03:43:29,-14.0762,-19.5122,0,0.00534058,0,0,0,0,0,0,0,0,38.9808,0,0,0,-7448.48,0,0,0,0,0,-1205.26,0,0,0
15:11:15:03:43:30,-14.3623,-19.7983,0,0.00801086,0,0,0,0,0,0,0,0,38.9814,0,0,0,-7448.48,0,0,0,0,0,-383.858,0,0,0
15:11:15:03:43:31,-13.504,-19.2261,0,0.00934601,0,0,0,0,0,0,0,0,26.2587,0,0,0,-7448.48,0,0,0,0,0,256.944,0,0,0
