JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC,TR_PRESS_DERIV
12:11:15:02:39:11,-16.9373,-16.6511,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1505.32
12:11:15:02:39:12,-16.0789,-16.9373,0,0.0774403,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1503.38
12:11:15:02:39:13,-16.6511,-17.2234,0,0.0774403,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1455
12:11:15:02:39:14,-16.6511,-17.5095,0,0.0720997,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1372.82
12:11:15:02:39:15,-16.0789,-16.9373,0,0.0720997,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1266.8
12:11:15:02:39:16,-16.9373,-17.2234,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1145.96
12:11:15:02:39:17,-16.365,-16.9373,0,0.0747681,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1017.68
12:11:15:02:39:18,-16.9373,-16.9373,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,887.321
12:11:15:02:39:19,-16.6511,-16.9373,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,759.571
12:11:15:02:39:20,-16.6511,-17.2234,0,0.0761051,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,637.82
12:11:15:02:39:21,-16.365,-16.9373,0,0.0787735,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,524.606
12:11:15:02:39:22,-16.0789,-17.5095,0,0.0774403,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,421.742
12:11:15:02:39:23,-16.6511,-16.9373,0,0.0774403,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,330.158
12:11:15:02:39:24,-16.6511,-17.2234,0,0.0761051,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,249.81
12:11:15:02:39:25,-16.6511,-16.6511,0,0.0747681,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,180.046
12:11:15:02:39:26,-16.0789,-17.2234,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,120.706
12:11:15:02:39:27,-16.6511,-16.9373,0,0.0720997,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,71.7442
12:11:15:02:39:28,-16.0789,-16.9373,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,32.2632
12:11:15:02:39:29,-16.9373,-17.2234,0,0.0720997,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.01121
12:11:15:02:39:30,-16.365,-16.9373,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-23.0939
12:11:15:02:39:31,-16.365,-16.9373,0,0.0747681,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-41.1046
12:11:15:02:39:32,-16.365,-17.7956,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-53.4809
12:11:15:02:39:33,-16.6511,-17.5095,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-61.0199
12:11:15:02:39:34,-16.9373,-16.9373,0,0.0747681,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-65.0202
12:11:15:02:39:35,-16.6511,-16.6511,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-66.4534
12:11:15:02:39:36,-16.365,-17.5095,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-65.7409
12:11:15:02:39:37,-16.6511,-16.365,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-62.8703
12:11:15:02:39:38,-16.365,-16.9373,0,0.0680924,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-58.4362
12:11:15:02:39:39,-16.0789,-17.2234,0,0.0694294,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-53.2118
12:11:15:02:39:40,-16.0789,-17.2234,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-47.2768
12:11:15:02:39:41,-16.365,-17.2234,0,0.0734348,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-40.849
12:11:15:02:39:42,-16.6511,-16.9373,0,0.0720997,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-34.6475
12:11:15:02:39:43,-16.6511,-16.9373,0,0.0707626,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-29.216
12:11:15:02:39:44,-16.6511,-16.6511,0,0.0720997,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-24.5443
12:11:15:02:39:45,-16.365,-16.9373,0,0.0761051,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-20.3322
12:11:15:02:39:46,-16.0789,-16.9373,0,0.0614185,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-16.3354
12:11:15:02:39:47,-16.0789,-17.2234,0,0.0560761,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-12.3602
12:11:15:02:39:48,-16.365,-17.2234,0,0.0507374,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-8.52576
12:11:15:02:39:49,-16.6511,-17.2234,0,0.0574112,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-5.32187
12:11:15:02:39:50,-16.0789,-16.9373,0,0.0494003,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-3.10392
12:11:15:02:39:51,-16.365,-16.365,0,0.0267029,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,-1.44211
12:11:15:02:39:52,-16.6511,-16.9373,0,0.0213623,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.144445
12:11:15:02:39:53,-16.365,-17.2234,0,0.0253696,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.221
12:11:15:02:39:54,-16.9373,-16.9373,0,0.0320435,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.73896
12:11:15:02:39:55,-16.6511,-17.2234,0,0.0267029,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.94709
12:11:15:02:39:56,-16.6511,-16.9373,0,0.0360508,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.77713
12:11:15:02:39:57,-16.6511,-16.365,0,0.0320435,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.59134
12:11:15:02:39:58,-16.365,-17.2234,0,0.028038,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.53349
12:11:15:02:39:59,-16.6511,-17.2234,0,0.0160217,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.57545
12:11:15:02:40:00,-16.365,-17.2234,0,0.00534058,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.69256
12:11:15:02:40:01,-16.365,-17.2234,0,0.00400543,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.72932
12:11:15:02:40:02,-16.9373,-17.2234,0,0.00133514,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.83762
12:11:15:02:40:03,-16.9373,-17.7956,0,0.00267029,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.72886
12:11:15:02:40:04,-16.365,-17.2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,1.0545
12:11:15:02:40:05,1.94543,0.801025,0,0.00934601,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,0.504945
12:11:15:02:40:06,33.9888,34.561,0,0.00267029,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,9.19667
12:11:15:02:40:07,14.5339,14.5339,0,0.0427246,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,48.0535
12:11:15:02:40:08,18.8254,18.5393,0,0.866522,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,105.848
12:11:15:02:40:09,18.8254,17.681,0,0.616844,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,145.6
12:11:15:02:40:10,19.9698,18.2532,0,1.39658,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,166.395
12:11:15:02:40:11,20.2559,17.9671,0,1.95067,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,179.669
12:11:15:02:40:12,20.542,18.2532,0,2.35923,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,185.426
12:11:15:02:40:13,20.8281,18.8254,0,2.88663,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,184.974
12:11:15:02:40:14,25.6918,22.2586,0,3.13764,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,179.38
12:11:15:02:40:15,37.1359,34.8471,0,3.57958,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,172.168
12:11:15:02:40:16,33.9888,31.7,0,4.22847,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,171.326
12:11:15:02:40:17,34.561,32.5583,0,4.83463,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,176.867
12:11:15:02:40:18,34.561,31.9861,0,4.97616,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,178.263
12:11:15:02:40:19,34.2749,32.2722,0,5.08564,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,172.817
12:11:15:02:40:20,33.7027,32.2722,0,5.16709,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,163.374
12:11:15:02:40:21,34.2749,32.2722,0,5.16709,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,150.493
12:11:15:02:40:22,33.4166,31.4139,0,5.19646,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,135.515
12:11:15:02:40:23,34.2749,32.2722,0,5.28458,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,119.669
12:11:15:02:40:24,33.9888,31.9861,0,5.34867,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,103.654
12:11:15:02:40:25,33.4166,30.8417,0,5.40074,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,88.4116
12:11:15:02:40:26,34.2749,31.9861,0,5.42344,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,73.8363
12:11:15:02:40:27,33.1305,31.1278,0,5.38205,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,60.0933
12:11:15:02:40:28,34.2749,32.2722,0,5.39006,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,47.6864
12:11:15:02:40:29,34.561,32.8444,0,5.44346,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,36.5566
12:11:15:02:40:30,36.8498,34.561,0,5.41943,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,27.5589
12:11:15:02:40:31,40.283,37.9942,0,5.42344,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,21.6839
12:11:15:02:40:32,49.4382,47.4355,0.626612,5.43011,0,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,20.3983
12:11:15:02:40:33,52.0131,50.8687,2.10433,5.43679,0.626612,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0,27.367
12:11:15:02:40:34,54.8742,53.1576,3.70029,5.49153,2.10433,0,0,0,0,0,0,0,0,0,0,6.19512,-7448.48,0,0,0,0,0,43.2596
12:11:15:02:40:35,62.0267,60.3101,4.99036,5.60769,3.70029,0,0,0,0,0,0,0,0,0,0,0.791522,-7448.48,0,0,0,0,0,62.1348
12:11:15:02:40:36,66.8904,65.746,5.08844,5.57164,4.99036,0,0,0,0,0,0,0,0,0,0,0.480848,-7448.48,0,0,0,0,0,81.8988
12:11:15:02:40:37,72.6124,71.468,5.46744,5.61303,5.08844,0,0,0,0,0,0,0,0,0,0,0.69316,-7448.48,0,0,0,0,0,104.813
12:11:15:02:40:38,80.9094,79.765,5.77609,5.7372,5.46744,0,0,0,0,0,0,0,0,0,0,1.28612,-7448.48,0,0,0,0,0,129.692
12:11:15:02:40:39,87.2036,86.3453,5.98724,5.73987,5.77609,0,0,0,0,0,0,0,0,0,0,1.5405,-7448.48,0,0,0,0,0,156.237
12:11:15:02:40:40,90.0646,88.9202,6.18283,5.80663,5.98724,0,0,0,0,0,0,0,0,0,0,1.84107,-7448.48,0,0,0,0,0,185.108
12:11:15:02:40:41,89.4924,87.4897,6.48745,5.98821,6.18283,0,0,0,0,0,0,0,0,0,0,1.76573,-7448.48,0,0,0,0,0,212.575
12:11:15:02:40:42,88.0619,86.6314,6.70979,6.16846,6.48745,0,0,0,0,0,0,0,0,0,0,1.72779,-7448.48,0,0,0,0,0,232.335
12:11:15:02:40:43,87.4897,86.3453,6.60882,6.3674,6.70979,0,0,0,0,0,0,0,0,0,0,1.01763,-7448.48,0,0,0,0,0,240.338
12:11:15:02:40:44,86.0592,84.3426,6.54276,6.54097,6.60882,0,0,0,0,0,0,0,0,0,0,0.717488,-7448.48,0,0,0,0,0,237.071
12:11:15:02:40:45,85.487,83.7704,6.57653,6.65045,6.54276,0,0,0,0,0,0,0,0,0,0,0.583193,-7448.48,0,0,0,0,0,225.274
12:11:15:02:40:46,86.0592,84.3426,6.58181,6.67449,6.57653,0,0,0,0,0,0,0,0,0,0,0.574576,-7448.48,0,0,0,0,0,207.31
12:11:15:02:40:47,86.6314,84.3426,6.58181,6.78397,6.58181,0,0,0,0,0,0,0,0,0,0,0.77588,-7448.48,0,0,0,0,0,186.126
12:11:15:02:40:48,85.7731,83.4843,6.55285,6.80934,6.58181,0,0,0,0,0,0,0,0,0,0,0.519414,-7448.48,0,0,0,0,0,164.613
12:11:15:02:40:49,87.4897,85.7731,6.54917,6.86141,6.55285,0,0,0,0,0,0,0,0,0,0,0.270977,-7448.48,0,0,0,0,0,143.388
12:11:15:02:40:50,90.9229,88.9202,6.54917,6.85073,6.54917,0,0,0,0,0,0,0,0,0,0,0.465529,-7448.48,0,0,0,0,0,122.912
12:11:15:02:40:51,92.9256,90.3507,6.46169,6.92416,6.54917,0,0,0,0,0,0,0,0,0,0,0.448583,-7448.48,0,0,0,0,0,106.202
12:11:15:02:40:52,92.6395,91.209,6.51951,6.94152,6.46169,0,0,0,0,0,0,0,0,0,0,0.932256,-7448.48,0,0,0,0,0,95.0468
12:11:15:02:40:53,93.7839,92.3534,6.52487,6.93618,6.51951,0,0,0,0,0,0,0,0,0,0,1.30211,-7448.48,0,0,0,0,0,86.8848
12:11:15:02:40:54,93.2117,92.9256,6.53073,6.91615,6.52487,0,0,0,0,0,0,0,0,0,0,1.04852,-7448.48,0,0,0,0,0,79.1229
12:11:15:02:40:55,94.6422,93.4978,6.50145,6.93618,6.53073,0,0,0,0,0,0,0,0,0,0,0.755007,-7448.48,0,0,0,0,0,71.3735
12:11:15:02:40:56,95.2144,94.3561,6.55085,7.01228,6.50145,0,0,0,0,0,0,0,0,0,0,0.802419,-7448.48,0,0,0,0,0,63.876
12:11:15:02:40:57,95.2144,94.07,6.52079,7.01629,6.55085,0,0,0,0,0,0,0,0,0,0,1.02763,-7448.48,0,0,0,0,0,57.4772
12:11:15:02:40:58,95.5005,94.6422,6.51542,7.04166,6.52079,0,0,0,0,0,0,0,0,0,0,1.14226,-7448.48,0,0,0,0,0,51.9859
12:11:15:02:40:59,95.7866,95.2144,6.53308,7.01495,6.51542,0,0,0,0,0,0,0,0,0,0,0.850058,-7448.48,0,0,0,0,0,46.5561
12:11:15:02:41:00,95.2144,95.7866,6.49879,7.01629,6.53308,0,0,0,0,0,0,0,0,0,0,0.703041,-7448.48,0,0,0,0,0,41.3432
12:11:15:02:41:01,95.5005,96.0727,6.57267,6.98157,6.49879,0,0,0,0,0,0,0,0,0,0,0.801215,-7448.48,0,0,0,0,0,36.1912
12:11:15:02:41:02,95.2144,95.5005,6.57459,7.01629,6.57267,0,0,0,0,0,0,0,0,0,0,0.913001,-7448.48,0,0,0,0,0,30.8441
12:11:15:02:41:03,94.3561,96.0727,6.51359,7.02831,6.57459,0,0,0,0,0,0,0,0,0,0,1.01605,-7448.48,0,0,0,0,0,25.6491
12:11:15:02:41:04,94.6422,96.6449,6.52381,6.97223,6.51359,0,0,0,0,0,0,0,0,0,0,0.988184,-7448.48,0,0,0,0,0,20.3304
12:11:15:02:41:05,94.07,95.7866,6.53558,6.98692,6.52381,0,0,0,0,0,0,0,0,0,0,0.918549,-7448.48,0,0,0,0,0,14.8148
12:11:15:02:41:06,93.2117,96.0727,6.51683,6.99359,6.53558,0,0,0,0,0,0,0,0,0,0,0.613829,-7448.48,0,0,0,0,0,9.72372
12:11:15:02:41:07,93.2117,95.5005,6.50149,7.0016,6.51683,0,0,0,0,0,0,0,0,0,0,0.508859,-7448.48,0,0,0,0,0,4.71428
12:11:15:02:41:08,92.6395,94.3561,6.57193,6.99626,6.50149,0,0,0,0,0,0,0,0,0,0,0.385262,-7448.48,0,0,0,0,0,-0.344382
12:11:15:02:41:09,92.3534,94.3561,6.52337,6.99092,6.57193,0,0,0,0,0,0,0,0,0,0,0.376452,-7448.48,0,0,0,0,0,-4.87979
12:11:15:02:41:10,92.6395,94.3561,6.48241,7.0016,6.52337,0,0,0,0,0,0,0,0,0,0,0.120946,-7448.48,0,0,0,0,0,-8.87252
12:11:15:02:41:11,91.4951,94.07,6.53011,6.94152,6.48241,0,0,0,0,0,0,0,0,0,0,0.244871,-7448.48,0,0,0,0,0,-12.0562
12:11:15:02:41:12,90.6368,92.6395,6.56297,6.92684,6.53011,0,0,0,0,0,0,0,0,0,0,0.315437,-7448.48,0,0,0,0,0,-14.5205
12:11:15:02:41:13,90.6368,92.3534,6.53945,6.92817,6.56297,0,0,0,0,0,0,0,0,0,0,0.134389,-7448.48,0,0,0,0,0,-17.2963
12:11:15:02:41:14,89.2063,91.209,6.54112,6.9255,6.53945,0,0,0,0,0,0,0,0,0,0,0.0433222,-7448.48,0,0,0,0,0,-20.224
12:11:15:02:41:15,89.7785,91.7812,6.53223,6.97357,6.54112,0,0,0,0,0,0,0,0,0,0,0.067208,-7448.48,0,0,0,0,0,-22.908
12:11:15:02:41:16,89.4924,90.9229,6.52613,6.94419,6.53223,0,0,0,0,0,0,0,0,0,0,0.0164005,-7448.48,0,0,0,0,0,-25.3213
12:11:15:02:41:17,89.7785,90.9229,6.5157,6.93351,6.52613,0,0,0,0,0,0,0,0,0,0,0.0053148,-7448.48,0,0,0,0,0,-26.6463
12:11:15:02:41:18,89.4924,90.9229,6.58668,6.93351,6.5157,0,0,0,0,0,0,0,0,0,0,0.00228255,-7448.48,0,0,0,0,0,-26.6935
12:11:15:02:41:19,88.0619,90.0646,6.50491,6.93084,6.58668,0,0,0,0,0,0,0,0,0,0,0.000558038,-7448.48,0,0,0,0,0,-25.8947
12:11:15:02:41:20,88.9202,90.0646,6.50503,6.90814,6.50491,0,0,0,0,0,0,0,0,0,0,0.000236857,-7448.48,0,0,0,0,0,-25.2782
12:11:15:02:41:21,88.6341,90.0646,6.50503,6.9295,6.50503,0,0,0,0,0,0,0,0,0,0,5.85E-05,-7448.48,0,0,0,0,0,-25.0892
12:11:15:02:41:22,88.348,90.3507,6.54457,6.91882,6.50503,0,0,0,0,0,0,0,0,0,0,1.89E-05,-7448.48,0,0,0,0,0,-24.1596
12:11:15:02:41:23,88.348,89.7785,6.51412,6.91348,6.54457,0,0,0,0,0,0,0,0,0,0,0.469973,-7448.48,0,0,0,0,0,-22.6918
12:11:15:02:41:24,87.7758,88.9202,6.57348,6.86942,6.51412,0,0,0,0,0,0,0,0,0,0,0.577172,-7448.48,0,0,0,0,0,-21.2604
12:11:15:02:41:25,86.9175,89.2063,6.57348,6.86541,6.57348,0,0,0,0,0,0,0,0,0,0,0.460824,-7448.48,0,0,0,0,0,-19.9016
12:11:15:02:41:26,45.7189,48.2938,6.52503,6.86007,6.57348,0,0,0,0,0,0,0,0,0,0,0.384924,-7448.48,0,0,0,0,0,-19.1779
12:11:15:02:41:27,32.8444,35.1332,6.56764,6.91615,6.52503,0,0,0,0,0,0,0,0,0,0,0.441653,-7448.48,0,0,0,0,0,-38.4284
12:11:15:02:41:28,29.4111,31.7,5.49613,6.73724,6.56764,0,0,0,0,0,0,0,0,0,0,0.541045,-7448.48,0,0,0,0,0,-97.0779
12:11:15:02:41:29,25.1196,27.4084,4.35404,6.37274,5.49613,0,0,0,0,0,0,0,0,0,0,0.491554,-7448.48,0,0,0,0,0,-171.991
12:11:15:02:41:30,28.8389,30.5556,4.35404,5.97753,4.35404,0,0,0,0,0,0,0,0,0,0,0.619553,-7448.48,0,0,0,0,0,-235.271
12:11:15:02:41:31,30.8417,31.9861,3.34392,5.80663,4.35404,0,0,0,0,0,0,0,0,0,0,0.601742,-7448.48,0,0,0,0,0,-280.277
12:11:15:02:41:32,37.9942,39.1386,3.53758,5.64107,3.34392,0,0,0,0,0,0,0,0,0,0,0.705271,-7448.48,0,0,0,0,0,-303.569
12:11:15:02:41:33,45.1467,46.005,4.47037,5.5169,3.53758,0,0,0,0,0,0,0,0,0,0,1.08246,-7448.48,0,0,0,0,0,-304.934
12:11:15:02:41:34,45.4328,46.5772,3.62024,5.5436,4.47037,0,0,0,0,0,0,0,0,0,0,0.815602,-7448.48,0,0,0,0,0,-285.433
12:11:15:02:41:35,50.2965,52.0131,4.89737,5.53693,3.62024,0,0,0,0,0,0,0,0,0,0,0.397706,-7448.48,0,0,0,0,0,-251.364
12:11:15:02:41:36,58.3074,59.1657,5.01133,5.51289,4.89737,0,0,0,0,0,0,0,0,0,0,0.447119,-7448.48,0,0,0,0,0,-211.498
12:11:15:02:41:37,68.3209,68.607,5.26761,5.53693,5.01133,0,0,0,0,0,0,0,0,0,0,0.488416,-7448.48,0,0,0,0,0,-165.887
12:11:15:02:41:38,78.9067,79.1928,5.64216,5.53426,5.26761,0,0,0,0,0,0,0,0,0,0,0.414546,-7448.48,0,0,0,0,0,-111.261
12:11:15:02:41:39,87.2036,86.9175,5.64216,5.63573,5.64216,0,0,0,0,0,0,0,0,0,0,0.096263,-7448.48,0,0,0,0,0,-47.8145
12:11:15:02:41:40,89.4924,89.4924,6.35819,5.81331,5.64216,0,0,0,0,0,0,0,0,0,0,0.0385617,-7448.48,0,0,0,0,0,20.8072
12:11:15:02:41:41,87.4897,88.9202,6.35819,6.02426,6.35819,0,0,0,0,0,0,0,0,0,0,0.00941248,-7448.48,0,0,0,0,0,86.5479
12:11:15:02:41:42,88.9202,88.0619,6.56546,6.14843,6.35819,0,0,0,0,0,0,0,0,0,0,0.00358381,-7448.48,0,0,0,0,0,139.3
12:11:15:02:41:43,86.9175,87.7758,6.57873,6.27661,6.56546,0,0,0,0,0,0,0,0,0,0,0.000874768,-7448.48,0,0,0,0,0,175.216
12:11:15:02:41:44,87.7758,87.4897,6.53637,6.33803,6.57873,0,0,0,0,0,0,0,0,0,0,0.000274157,-7448.48,0,0,0,0,0,196.711
12:11:15:02:41:45,87.2036,86.6314,6.52257,6.45018,6.53637,0,0,0,0,0,0,0,0,0,0,0.000117395,-7448.48,0,0,0,0,0,206.217
12:11:15:02:41:46,87.2036,87.4897,6.50027,6.48489,6.52257,0,0,0,0,0,0,0,0,0,0,0.160945,-7448.48,0,0,0,0,0,206.645
